Id,Title,Desc
5,안 뽑으면 손해,무료 뽑기 {TaskCount}회
6,오만의 탑 도전자,오만의 탑 소탕
7,우정을 다져보자!,친구와 인사하기로 우정 {TaskCount}P 획득
8,봉인된 기억의 성소로!,오늘의 요일던전 {TaskCount}회 공략 성공
10,왕성한 혈맹 활동!,혈맹 기부 {TaskCount}회
11,진정한 실력자!,결투장 {TaskCount}회 도전
12,혈맹 활동의 기본!,혈맹 출석하기
14,일일 퀘스트 수행!,일일 퀘스트 {TaskCount}회 완료 하기
15,주간 퀘스트 수행!,주간 퀘스트 {TaskCount}회 완료 하기
17,정예 던전 탐험!,정예 던전 퀘스트 {TaskCount}회 완료 하기
20,마법의 약초를 모으자!,채집던전에서 {TaskCount}회 채집하기
22,뽑기의 제왕,고급 뽑기 {TaskCount}회 하기
35,장비 던전 탐험!,장비 던전 {TaskCount}회 완료 하기
36,아데나 던전 탐험!,아데나 던전 {TaskCount}회 완료 하기
37,경험치 던전 탐험!,경험치 던전 {TaskCount}회 완료 하기
38,소환석 던전 탐험!,소환석 던전 {TaskCount}회 완료 하기
