Id,PlaceName
1,활기찬 관문
2,고인돌 유적지
3,말하는 섬 마을
4,무너진 승리의 땅
5,전승기념탑
6,임시 방어 기지
7,아인호반트 마법 학교
8,바람의 숲
9,남겨진 정령의 숲
10,서부 경계 초소
11,엘프의 유적지
12,글루딘 항구
13,글루딘 마을
14,풍차의 평원
15,침묵의 묘지
16,약탈자의 소굴
17,글루디오 성 마을
18,마물 소탕지
19,약탈당한 농경지
20,멜 리자드맨 서식지
21,투렉 오크 야영지
22,페르멜 호수
23,글루디오 성 외각
24,글루디오 성
25,윈다우드 폐허
26,격전지
27,타락한 엘프 성소
28,투렉 오크 주둔지
29,먼지 바람 협곡
30,불모지
31,스타리스 야영지
32,붉은 바위 능선
33,디온성 외각
34,디온성 마을
35,벌목지
36,디온 개간지
37,피난처
38,디온 목초지
39,으스스한 땅
40,유적 조사단 캠프
41,유적 발굴지
42,늪지대
43,크루마 탑 입구
44,그늘 습지
45,고요의 숲
46,올마훔 아지트
47,타노르 전초기지
48,분쟁 지역
49,만드라고라 재배지
50,처형장
51,고통의 성채
52,무너진 성채
53,소각장
54,기란 성 마을
55,고르곤의 화원
56,기란 성 외각
57,노래하는 숲
58,랑크 리자드맨 주둔지
59,적막한 공터
60,기란 성
61,무역로
62,망자 해안
63,거인들의 숲
64,기란 항구
65,올 마훔 도적떼 소굴
66,거인 제단
67,바닷바람 습지
68,황금 동굴
69,원한의 구덩이
70,브래카 오크 소굴
71,죽음의 회랑
72,죽음의 협곡
73,사냥꾼의 계곡
74,오렌 성 마을
75,오렌 성 외곽
76,도마뱀 습지
77,티막 전초기지
78,성난 타노르 고원
79,붕괴된 결계
80,포자의 바다
81,마녀의 숲
82,무법자의 삼림
83,마도의 숲
84,티막 오크 주둔지
85,상아탑 분화구
90,악마의 균열
91,절망의 요새
92,헌터의 무덤
93,용족의 땅
94,안타라스의 동굴 입구
95,엘프의 유적지 지하 1층
96,엘프의 유적지 지하 2층
97,개미굴 지하 1층
98,개미굴 지하 2층
99,크루마 탑 2층
100,크루마 탑 3층
101,상아탑 지하 1층
102,상아탑 지하 2층
103,상아탑 지하 3층
104,상아탑 지하 연구소
105,비밀의 숲 상층
106,비밀의 숲 하층
107,비밀의 숲 학살지
1001,바르칼론의 흔적
1002,여왕 개미의 동굴
1003,상아탑 지하 1층
30000004,글루딘 항구
30000005,지하실
30000006,마물 소환석 내부
30000007,이공간
30000008,크루마 탑 2층
30000009,자켄의 심연
30000010,자켄의 심연
30000011,블러드 킹의 영지
30000012,크루마 탑 3층
