Id,Title,Name
19,,회복의 샘
31,,레드팀 서쪽 방어탑
32,,레드팀 동쪽 방어탑
33,,레드팀 성물 방어탑
34,,블루팀 서쪽 방어탑
35,,블루팀 동쪽 방어탑
36,,블루팀 성물 방어탑
20,,@19
37,,@31
38,,@32
39,,@33
40,,@34
41,,@35
42,,@36
43,,클래스 변경 수정
44,,@43
45,,바람의 제단
46,,대지의 제단
101,,중앙 공성기지
102,,동쪽 공성기지
103,,서쪽 공성기지
104,,중앙 외성문
105,,동쪽 외성문
106,,서쪽 외성문
107,,정문 왼쪽 방어탑 
108,,정문 오른쪽 방어탑 
109,,알현실문 왼쪽 방어탑 
110,,알현실문 오른쪽 방어탑 
115,,불의 문 왼쪽 방어탑 
116,,불의 문 오른쪽 방어탑 
117,,물의 문 왼쪽 방어탑 
118,,물의 문 오른쪽 방어탑 
119,,성물방문 왼쪽 방어탑 
120,,성물방문 오른쪽 방어탑 
121,,성물 왼쪽 방어탑 
122,,성물 오른쪽 방어탑 
123,,좌측 함정 
124,,우측 함정 
201,퀘스트 관리인,로이드
202,유물 관리인,페르넬
203,물약 관리인,제키
204,만찬 관리인,엠마
205,만물상,판
211,,결속의 수정
212,,벽난로
301,,그린 라텔 로버스트
302,,실버 라텔 로버스트
303,,골드 라텔 로버스트
304,,만드라고라
305,,정원의 수호자
401,계정 창고지기,니겔
402,은빛용병단,아이멜
403,@205,@205
404,,은빛 용병단원
405,,마그나딘 경비병
406,대장장이 장인,모바트
407,,구경꾼
408,,@407
409,주문서 상인,웨일리스
410,,초보 마법사
411,사서,파제인
412,,독서가
413,,@412
414,제빵사,브레만
415,,빵집 아이
416,,배고픈 아이
417,,심심한 아이
418,무기 상인,폰디악
419,,모험가
420,,@419
421,낚시 상인,테그마
422,,낚시꾼
423,,마법사
424,펫 관리사,큐비
425,,젊은 귀부인
426,,호기심 많은 아이
427,,로미
428,,줄리
429,,노인
430,,신난 아이
431,,꼬마
432,,아기 블랙베어
433,,탐험가
434,바비큐 상인,마두카
435,,리에
436,,미오
437,,용병단 간부
438,,인부
439,음유시인,아시렌
440,텔레포터,@409
441,은빛용병단장,하딘
442,@402,테오도르
443,만물상 상단주,펠리시아
444,@402,러셀
445,가이드,차우
446,@445,린시아
447,@445,세이칸
448,개인 창고지기,가투소
449,미용사,까트리나
450,놀이꾼,리나
451,홍빠오,아다
452,순간이동사,아가타
453,@452,캐서린
454,@452,그레이스
455,@452,한나
456,혈맹 관리인,휴버트
457,요새 관리인,제임스
458,공성 관리인,해리
459,아지트 관리인,쟈스민
460,혈맹 경매인,코트니
461,경매인,다리오
462,@401,딕시
463,캐릭터 창고지기,에디스
464,전장 관리인,더스틴
550,,은빛용병단원
551,,@550
552,,은빛용병단 장교
553,,은빛용병단 학자
554,,@553
555,,@553
556,,만물상단원
557,,@556
558,,@556
559,,글루디오 사절단
560,,@559
561,,@559
562,,디온 사절단
563,,@562
564,,@562
565,,기란 사절단
566,,@565
567,,@565
568,,오렌 사절단
569,,@568
570,,@568
571,,인나드릴 사절단
572,,@571
573,,@571
574,,아덴 사절단
575,,@574
576,,@574
577,,엘모어 사절단
578,,@577
579,,@577
580,,그레시아 사절단
581,,@580
582,,@580
583,,엘프 사절단
584,,@583
585,,@583
586,,다크엘프 사절단
587,,단원의 가족
588,,@587
589,,@587
590,,@587
591,,@587
1001,스킬 테스트용,슈리거
1101,전투 밸런스용,슈리거1Lv
1102,@1101,슈리거2Lv
1103,@1101,슈리거3Lv
1104,@1101,슈리거4Lv
1105,@1101,슈리거5Lv
1106,@1101,슈리거6Lv
1107,@1101,슈리거7Lv
1108,@1101,슈리거8Lv
1109,@1101,슈리거9Lv
1110,@1101,슈리거10Lv
1111,@1101,슈리거11Lv
1112,@1101,슈리거12Lv
1113,@1101,슈리거13Lv
1114,@1101,슈리거14Lv
1115,@1101,슈리거15Lv
1116,@1101,슈리거16Lv
1117,@1101,슈리거17Lv
1118,@1101,슈리거18Lv
1119,@1101,슈리거19Lv
1120,@1101,슈리거20Lv
1121,@1101,슈리거21Lv
1122,@1101,슈리거22Lv
1123,@1101,슈리거23Lv
1124,@1101,슈리거24Lv
1125,@1101,슈리거25Lv
1126,@1101,슈리거26Lv
1127,@1101,슈리거27Lv
1128,@1101,슈리거28Lv
1129,@1101,슈리거29Lv
1130,@1101,슈리거30Lv
1131,@1101,슈리거31Lv
1132,@1101,슈리거32Lv
1133,@1101,슈리거33Lv
1134,@1101,슈리거34Lv
1135,@1101,슈리거35Lv
1136,@1101,슈리거36Lv
1137,@1101,슈리거37Lv
1138,@1101,슈리거38Lv
1139,@1101,슈리거39Lv
1140,@1101,슈리거40Lv
1141,@1101,슈리거41Lv
1142,@1101,슈리거42Lv
1143,@1101,슈리거43Lv
1144,@1101,슈리거44Lv
1145,@1101,슈리거45Lv
1146,@1101,슈리거46Lv
1147,@1101,슈리거47Lv
1148,@1101,슈리거48Lv
1149,@1101,슈리거49Lv
1150,@1101,슈리거50Lv
1151,@1101,슈리거51Lv
1152,@1101,슈리거52Lv
1153,@1101,슈리거53Lv
1154,@1101,슈리거54Lv
1155,@1101,슈리거55Lv
1156,@1101,슈리거56Lv
1157,@1101,슈리거57Lv
1158,@1101,슈리거58Lv
1159,@1101,슈리거59Lv
1160,@1101,슈리거60Lv
1161,@1101,슈리거61Lv
1162,@1101,슈리거62Lv
1163,@1101,슈리거63Lv
1164,@1101,슈리거64Lv
1165,@1101,슈리거65Lv
1166,@1101,슈리거66Lv
1167,@1101,슈리거67Lv
1168,@1101,슈리거68Lv
1169,@1101,슈리거69Lv
1170,@1101,슈리거70Lv
1171,@1101,슈리거71Lv
1172,@1101,슈리거72Lv
1173,@1101,슈리거73Lv
1174,@1101,슈리거74Lv
1175,@1101,슈리거75Lv
1176,@1101,슈리거76Lv
1177,@1101,슈리거77Lv
1178,@1101,슈리거78Lv
1179,@1101,슈리거79Lv
1180,@1101,슈리거80Lv
1181,@1101,슈리거81Lv
1182,@1101,슈리거82Lv
1183,@1101,슈리거83Lv
1184,@1101,슈리거84Lv
1185,@1101,슈리거85Lv
1186,@1101,슈리거86Lv
1187,@1101,슈리거87Lv
1188,@1101,슈리거88Lv
1189,@1101,슈리거89Lv
1190,@1101,슈리거90Lv
1191,@1101,슈리거91Lv
1192,@1101,슈리거92Lv
1193,@1101,슈리거93Lv
1194,@1101,슈리거94Lv
1195,@1101,슈리거95Lv
1196,@1101,슈리거96Lv
1197,@1101,슈리거97Lv
1198,@1101,슈리거98Lv
1199,@1101,슈리거99Lv
1200,@1101,슈리거100Lv
1201,@1101,@1101
1202,@1101,@1102
1203,@1101,@1103
1204,@1101,@1104
1205,@1101,@1105
1206,@1101,@1106
1207,@1101,@1107
1208,@1101,@1108
1209,@1101,@1109
1210,@1101,@1110
1211,@1101,@1111
1212,@1101,@1112
1213,@1101,@1113
1214,@1101,@1114
1215,@1101,@1115
1216,@1101,@1116
1217,@1101,@1117
1218,@1101,@1118
1219,@1101,@1119
1220,@1101,@1120
1221,@1101,@1121
1222,@1101,@1122
1223,@1101,@1123
1224,@1101,@1124
1225,@1101,@1125
1226,@1101,@1126
1227,@1101,@1127
1228,@1101,@1128
1229,@1101,@1129
1230,@1101,@1130
1231,@1101,@1131
1232,@1101,@1132
1233,@1101,@1133
1234,@1101,@1134
1235,@1101,@1135
1236,@1101,@1136
1237,@1101,@1137
1238,@1101,@1138
1239,@1101,@1139
1240,@1101,@1140
1241,@1101,@1141
1242,@1101,@1142
1243,@1101,@1143
1244,@1101,@1144
1245,@1101,@1145
1246,@1101,@1146
1247,@1101,@1147
1248,@1101,@1148
1249,@1101,@1149
1250,@1101,@1150
1251,@1101,@1151
1252,@1101,@1152
1253,@1101,@1153
1254,@1101,@1154
1255,@1101,@1155
1256,@1101,@1156
1257,@1101,@1157
1258,@1101,@1158
1259,@1101,@1159
1260,@1101,@1160
1261,@1101,@1161
1262,@1101,@1162
1263,@1101,@1163
1264,@1101,@1164
1265,@1101,@1165
1266,@1101,@1166
1267,@1101,@1167
1268,@1101,@1168
1269,@1101,@1169
1270,@1101,@1170
1271,@1101,@1171
1272,@1101,@1172
1273,@1101,@1173
1274,@1101,@1174
1275,@1101,@1175
1276,@1101,@1176
1277,@1101,@1177
1278,@1101,@1178
1279,@1101,@1179
1280,@1101,@1180
1281,@1101,@1181
1282,@1101,@1182
1283,@1101,@1183
1284,@1101,@1184
1285,@1101,@1185
1286,@1101,@1186
1287,@1101,@1187
1288,@1101,@1188
1289,@1101,@1189
1290,@1101,@1190
1291,@1101,@1191
1292,@1101,@1192
1293,@1101,@1193
1294,@1101,@1194
1295,@1101,@1195
1296,@1101,@1196
1297,@1101,@1197
1298,@1101,@1198
1299,@1101,@1199
1300,@1101,@1200
1301,@1101,@1101
1302,@1101,@1102
1303,@1101,@1103
1304,@1101,@1104
1305,@1101,@1105
1306,@1101,@1106
1307,@1101,@1107
1308,@1101,@1108
1309,@1101,@1109
1310,@1101,@1110
1311,@1101,@1111
1312,@1101,@1112
1313,@1101,@1113
1314,@1101,@1114
1315,@1101,@1115
1316,@1101,@1116
1317,@1101,@1117
1318,@1101,@1118
1319,@1101,@1119
1320,@1101,@1120
1321,@1101,@1121
1322,@1101,@1122
1323,@1101,@1123
1324,@1101,@1124
1325,@1101,@1125
1326,@1101,@1126
1327,@1101,@1127
1328,@1101,@1128
1329,@1101,@1129
1330,@1101,@1130
1331,@1101,@1131
1332,@1101,@1132
1333,@1101,@1133
1334,@1101,@1134
1335,@1101,@1135
1336,@1101,@1136
1337,@1101,@1137
1338,@1101,@1138
1339,@1101,@1139
1340,@1101,@1140
1341,@1101,@1141
1342,@1101,@1142
1343,@1101,@1143
1344,@1101,@1144
1345,@1101,@1145
1346,@1101,@1146
1347,@1101,@1147
1348,@1101,@1148
1349,@1101,@1149
1350,@1101,@1150
1351,@1101,@1151
1352,@1101,@1152
1353,@1101,@1153
1354,@1101,@1154
1355,@1101,@1155
1356,@1101,@1156
1357,@1101,@1157
1358,@1101,@1158
1359,@1101,@1159
1360,@1101,@1160
1361,@1101,@1161
1362,@1101,@1162
1363,@1101,@1163
1364,@1101,@1164
1365,@1101,@1165
1366,@1101,@1166
1367,@1101,@1167
1368,@1101,@1168
1369,@1101,@1169
1370,@1101,@1170
1371,@1101,@1171
1372,@1101,@1172
1373,@1101,@1173
1374,@1101,@1174
1375,@1101,@1175
1376,@1101,@1176
1377,@1101,@1177
1378,@1101,@1178
1379,@1101,@1179
1380,@1101,@1180
1381,@1101,@1181
1382,@1101,@1182
1383,@1101,@1183
1384,@1101,@1184
1385,@1101,@1185
1386,@1101,@1186
1387,@1101,@1187
1388,@1101,@1188
1389,@1101,@1189
1390,@1101,@1190
1391,@1101,@1191
1392,@1101,@1192
1393,@1101,@1193
1394,@1101,@1194
1395,@1101,@1195
1396,@1101,@1196
1397,@1101,@1197
1398,@1101,@1198
1399,@1101,@1199
1400,@1101,@1200
1401,@1101,@1101
1402,@1101,@1102
1403,@1101,@1103
1404,@1101,@1104
1405,@1101,@1105
