Type,Name
0,물리공격력
1,마법공격력
2,물리공격력증폭
3,마법공격력증폭
4,일반공격의공격력증가
5,파티원에따른공격력증폭
6,공격속도증폭
7,전투력
126,쿨타임증가
9,크리티컬확률
10,크리티컬저항률
11,크리티컬대미지증폭
12,크리티컬적중값
13,크리티컬저항값
14,크리티컬적중증폭
15,크리티컬저항증폭
16,물리방어력
17,마법방어력
18,물리방어력증폭
19,마법방어력증폭
20,회피
21,회피증폭
22,회피율
23,명중
24,명중증폭
25,명중율
26,피해량증가율
27,물리피해량증가율
28,@IncreaseDamagePhyMul
29,슬로우대상에대한피해량증가율
30,방어무시대미지
31,피해량감소율
32,물리피해량감소율
33,마법피해량감소율
34,고정피해감소
35,쳐내기확률
36,쳐내기데미지감소율
37,경험치
38,경험치획득량증가율
39,위협수치증폭
40,HP
41,HP회복량
42,HP흡수율
43,아이템드랍율증가
44,최대HP
45,최대HP증폭
46,최대MP
47,최대MP증폭
48,MP
49,MP비용증폭
50,MP회복량
51,이동속도
52,이동속도증폭
53,슬로우저항률
54,스턴저항률
55,상태이상저항률
56,대상당기기저항률
126,넉백저항률
58,아데나
59,아데나획득량증가율
60,무료다이아
61,유료다이아
62,퀘스트티켓
63,토벌소탕권
64,룬조각
65,스킬포인트
66,우정포인트
67,토파즈
68,마일리지
69,무적
70,원킬
71,똑똑
72,튼튼
73,클래스경험치
74,혈맹주화
75,업적점수
76,공성전축제쿠폰
77,PvP티켓
78,pvp명예점수
79,레벨
80,관통
81,탄력
82,스킬범위증가
83,스킬히트수증가
84,채집속도증가
85,채집수량증가
86,마나쉴드율(마나로데미지흡수율)
87,PK방지
88,몬스터코어드랍율증가
89,@CombatPower
90,콤보시간증가
