Index,Name
1,러시 임팩트
2,@1
3,@1
4,@1
5,@1
6,@1
7,@1
8,@1
9,@1
10,@1
11,어설트 슬래쉬
12,@11
13,@11
14,@11
15,@11
16,@11
17,@11
18,@11
19,@11
20,@11
21,@11
22,@11
23,@11
24,@11
25,@11
26,@11
27,@11
28,@11
29,@11
30,@11
31,블레이드 러시
32,@31
33,@31
34,@31
35,@31
36,@31
37,백스탭
38,@37
39,@37
40,@37
41,체인 히드라
42,리프 어택
43,@42
44,허리케인 스톰
45,@44
46,다크 브레스
47,@46
48,@44
49,@44
50,스파이더 웹
51,돌진
52,@51
53,@51
54,@51
55,와일드 스위프
56,피의 돌진
57,@56
58,마샤 돌진
59,@58
60,사티로스 돌진
61,@60
62,@37
63,@37
64,@37
65,@37
66,라모그 중앙 이동
67,@66
68,@66
69,@66
70,@66
71,@66
72,@66
73,@66
74,@66
75,@66
76,@66
77,@66
78,자켄 중앙 이동
