Id,ContentsDesc,Name
1,다양한 방법으로 장비의 성능을 향상시킵니다.,대장간
2,무기에 정령의 힘을 부여하여 강한 공격을 가합니다.,정령탄
3,,던전
4,요일별로 다양한 보스와 보상을 만날 수 있는 던전입니다.,요일 던전
5,아덴을 모험할수록 더 많은 보상을 얻습니다.,업적
6,,친구
8,매일 최소 A급 이상의 장비 또는 연마제를 무료로 얻습니다.,고급 장비 육성 상자
10,아덴의 다양한 모험가들과 실력을 겨룹니다.,결투장
11,,랭킹
12,두 장비를 합성하여 한 등급 높은 장비를 얻습니다.,합성
13,강화주문서를 사용하여 장비의 성능을 향상시킵니다.,강화
14,,혈맹
15,끝없이 높은 탑에 도전하여 자신의 한계를 시험합니다.,오만의 탑
16,룬을 각인하여 자신의 능력을 영구히 향상시킵니다.,룬 각인
17,장비의 외형과 옵션을 보존하면서 등급을 향상시킵니다.,승급
18,,오늘의 활동
19,,일일 퀘스트
20,,주간 퀘스트
21,장비에 혼이 담긴 보석을 박아 특수한 능력을 얻습니다.,집혼석
22,몹시 위험하지만 멋진 보상이 있는 던전에 도전합니다.,정예 던전
23,,엘프의 유적지 1층
24,몬스터의 코어를 수집하여 다양한 보상을 얻습니다.,몬스터 도감
25,"쉽게 얻을 수 없지만, 강력한 스킬을 사용할 수 있습니다.",레어 스킬
27,,거래소
28,엘릭서를 복용하여 자신의 능력을 영구히 향상시킵니다.,엘릭서
29,엘릭서 제조에 필요한 약초를 채집할 수 있습니다.,채집 던전
30,캐릭터가 스스로 주변의 적을 찾아 전투를 수행합니다.,자동 전투
40,칭호 입니다.,칭호
101,,요일 던전(보통)
102,,엘프의 유적지 2층
103,,전직
104,,요일 던전(어려움)
105,,개미굴 지하 1층
106,,개미굴 지하 2층
107,,요일 던전(매우 어려움)
108,,크루마 탑 2층
109,,크루마 탑 3층
110,,상아탑 지하 1층
111,,상아탑 지하 2층
112,몰려오는 마물을 처치하고 대량의 경험치를 얻습니다.,경험치 던전
113,금을 지키는 용을 처치하고 대량의 아데나를 얻습니다.,아데나 던전
114,마물로부터 신전을 방어하고 장비를 얻습니다.,장비 던전
115,,소환석 던전
116,,바르칼론 혈맹 던전
117,,여왕개미 혈맹 던전
118,,요새전
119,,공성전
120,스킬 레벨을 향상시켜 더 강력한 효과를 얻습니다.,스킬 레벨업
121,몬스터가 지키는 차원문을 파괴하세요,세련석 던전
122,,인벤토리
123,,크루마 코어
126,,아지트
127,,상아탑 지하 3층
129,,펫
130,,용맹의 전장
131,,고대의 전장
132,,비밀의 숲 상층
133,,상아탑 지하 연구소
134,,비밀의 숲 하층
135,,비밀의 숲 학살지
137,,망토
138,,자유요새전
10000,해당 기능은 이용할 수 없습니다.,캐릭터
10003,@10000,클래스
10006,@10000,공방
10007,@10000,퀘스트
10008,@10000,@18
10011,@10000,@40
10012,@10000,이벤트
10013,@10000,휴식보상
10014,@10000,접속보상
10015,@10000,공성전 축제
10016,@10000,웹이벤트
10017,@10000,일반 상점
10018,@10000,다이아 상점
10019,@10000,꾸러미 상점
10021,@10000,전장
10022,@10000,@14
10023,@10000,혈맹 던전
10029,@10000,아이템 판매
10030,@10000,아이템 사용
10031,@10000,아이템 이동
10032,@10000,스킬북
10034,@10000,펫 장비 레벨업
10035,@10000,펫 소환
10036,@10000,펫 레벨업
10037,@10000,옵션 정보
10038,@10000,포럼
10039,@10000,펫 강화
20001,,광기의 재단
20002,,피의 여백작 침소
401,@10000,명인 상점
10040,@10000,옵션 계정
301,,@122
303,,@122
30000,,스크롤 퀘스트
30102,지역 몬스터를 소환하여 코어를 획득합니다,몬스터 소환석 - 글루디오
30103,지역 몬스터를 소환하여 코어를 획득합니다,몬스터 소환석 - 디온
30104,지역 몬스터를 소환하여 코어를 획득합니다,몬스터 소환석 - 기란
