Id,Name,Desc
1001,글루딘 가도 요새,약탈자의 소굴에 서식하는 올 마훔들의 약탈을 막기 위해 풍차의 평원에 세워진 요새입니다.
1002,글루디오 평원 요새,주변에 서식하는 투렉 오크와 동부에 위치한 디온의 침략을 막기 위해 세워진 요새입니다.
1003,윈다우드 장원 요새,윈다우드 장원에 세워진 요새로 정령탄의 재료인 마력수정을 보호하기 위해 세워진 요새입니다.
1004,황무지 요새,마력에 오염된 황무지 몬스터들의 침략을 막기위해 글루디오에서 세운 요새입니다.
2001,디온 목초지 요새,목초지에 서식하는 리자드맨들의 침략을 막아내고 몰아내기 위해 세워진 요새입니다.
2002,크루마 늪지 요새,크루마 늪지에 서식하는 스타카토들의 영토 확장을 막아내기 위해 디온의 영주가 세운 요새입니다.
2003,투쟁의 봉우리 요새,봉우리에 서식하는 타노르와 올 마훔의 침략을 막아내기 위해 디온의 영주가 세운 요새입니다.
2004,절규의 땅 요새,절망의 성채에서 끊임없이 나타나는 언데드들을 막아내기 위해 세워진 요새입니다.
5001,고인돌 유적지 요새,엘프의 유적을 보호하기 위해 고인돌 유적지에 세워진 요새입니다.
5002,무너진 승리의 땅 요새,전승기념탑을 차지한 오크들의 침입을 막기위해 세워진 요새입니다.
5003,전승기념탑 요새,전승기념탑의 오크들을 물리친 후 몬스터들의 침입을 막기위해 세워진 요새입니다.
5004,임시 방어 기지 요새,과거 인간마법사들의 마법실력을 확인하기 위해 세운 훈련시설입니다. 지금은 요새형태로 변경하여 인간들이 사용하고 있습니다.
5005,바람의 숲 요새,바람의 숲의 출입이 있는 곳에 세워진 요새. 숲에서 나오는 몬스터들의 공격을 막기위해 세워진 요새입니다.
5006,남겨진 정령의 숲 요새,"정령들이 살고 있는 곳으로, 말하는 섬 자연의 중심. 이곳의 정령들을 보호하기 위해 인간들이 세운 요새입니다."
5007,서부 경계 초소 요새,해안가에서 몰려오는 해적이나 몬스터들의 침입을 막기 위해 세워둔 요새입니다.
5008,엘프의 유적지 요새,"과거 엘프들이 유적지를 보호하기 위해 세운 요새. 엘프들이 떠난 뒤, 인간들이 사용하고 있습니다."
10001,자유요새전,
