Key,Value
GuildWarehouseRecordSiegeWarReward,공성전 보상
GuildWarehouseRecordSiegeWarBidding,공성전 입찰
GuildWarehouseRecordFortressWarReward,요새전 보상
GuildWarehouseRecordFortressWarBidding,요새전 입찰
GuildWarehouseRecordCommission,세금 징수
GuildWarehouseRecordMarketBuy,상점 구매
SystemMailName,시스템
SystemMessageKickOutFromGM,운영자에 의해 종료됩니다. 재시작 해주세요.
SystemMessageLogOut,게임이 종료됩니다.
CastleSiegeFestivalCouponResetNotify,공성전 축제 티켓이 리셋됩니다.
MailTitleCheat,치트
MailTitleTutorialReward,튜토리얼
MailTitleGuideQuestReward,용병단의 여정 보상
MailTitleShopGachaItem,상점 소환상자 아이템
MailTitleDungeonReward,던전 보상
MailTitlePvpHonorPointReward,결투장 명예 보상
MailTitlePvpFirstRankReward,결투장 최초 순위 달성 보상
MailTitlePvpRankingReward,결투장 랭킹 보상
MailTitleCastleSiegeBegin,공성전 시작
MailTitleCastleSiegeLoseReward,공성전 패배 보상
MailTitleCastleSiegeWinReward,공성전 승리 보상
MailTitleFortressSiegeLoseReward,요새전 패배 보상
MailTitleFortressSiegeWinReward,요새전 승리 보상
MailTitleFortressSiegeDrawReward,요새전 무승부 보상
MailTitleAuctionHouseBuy,거래소 구매
MailTitleAuctionHouseSellFailed,거래소 유찰
MailTitleAuctionHouseSellingCancel,거래소 판매 취소
MailTitleConnectDailyReward,일간 접속 보상
MailTitleConnectWeeklyReward,주간 접속 보상
MailTitleConnectMonthlyReward,월간 접속 보상
MailTitleGuildAchievementReward,혈맹 업적 보상
MailTitleGuildMarketBuy,혈맹 상점 구매
MailTitleGuildMarketGiftBuy,[Player] 님이 선물을 보냈습니다.
MailTitleGuildWarehouseGrant,혈맹 포상
MailTitleAchievementReward,업적 보상
MailTitlePeriodAchievementReward,기간 업적 보상
MailTitleFriendGreet,친구 인사
MailTitleBagIsFull,가방 초과
MailTitleDailyActivityReward,오늘의 활동 보상
MailTitleInstantCompleteReward,보상 회수 아이템
MailTitleMissionDailyReward,일일 퀘스트 보상
MailTitleMissionWeeklyReward,주간 퀘스트 보상
MailTitleShopReward,충전/소비 보상
MailTitleSupriseBox,깜짝 상자 오픈
MailTitleEvent,이벤트 보상
MailTitleEventDice,주사위 이벤트 보상
MailTitleEventDiceComplete,주사위 이벤트 완주 보상
MailTitleCastleSiegeFestivalWin,공성전 축제 승리 혈맹 예측 성공
MailTitleCastleSiegeFestivalLose,공성전 축제 승리 혈맹 예측 실패
MailTitleItemEnchantFailReward,강화 실패 보상
MailTitleAccountLevelReward,서버 레벨 달성 이벤트 보상
MailContentCheat,[Item]
MailContentTutorialReward,"튜토리얼 보상으로 [Item]{[Item]|가,이} 도착했어요!"
MailContentGuideQuestReward,@MailContentCheat
MailContentShopGachaItem,상점 소환상자로 획득한 아이템입니다. (가방 초과)
MailContentDungeonReward,던전 보상으로 획득한 아이템입니다.
MailContentPvpHonorPointReward,@MailContentCheat
MailContentPvpFirstRankReward,@MailContentCheat
MailContentPvpRankingReward,@MailContentCheat
