Id,NpcName,Message
101,Aymel,"Willkommen! Wie läuft dein Training?<p>Alleine zu trainieren kann langweilig sein und man weiß oft nicht, wo man anfangen soll. In Aden schließen sich Abenteurer in Gruppen, sogenannten Klans, zusammen.<p>Reise an der Seite anderer Abenteurer, spende an deinen Klan und gehe im Klanladen einkaufen! Also, wie wär's?"
102,@101,Ihr habt Stufe B erreicht! 
103,Russel,Ihr seht ein wenig zu entspannt aus. An die Arbeit und erreicht mein Level! Haha!
104,@101,"Ihr habt Stufe A erreicht! Jetzt seid Ihr auf Augenhöhe mit diesem Trottel! Nicht aufhören, weiter so!"
105,@101,"Ihr habt Stufe S erreicht! Sieht so aus, als sei Eure Rivalität mit dem Volltrottel die perfekte Motivation gewesen!"
106,@103,Was?! Ihr habt schon Stufe S erreicht? Ich werde Euch einholen! Ihr werdet schon sehen!
107,@101," Es gilt noch, Stufe SR zu erreichen!"
108,Theodore,"Ihr seid erst auf Stufe R, also macht nur weiter so."
109,@101,"Ihr habt Stufe SR erreicht! Ihr habt diesen Trottel Russel weit hinter Euch gelassen!<p>Jetzt müsst Ihr Theodore einholen, der Stufe UR ist! Nur noch ein bisschen!"
110,@101,"Jetzt seid Ihr bei Stufe UR!<p>Seid Ihr sicher, dass Ihr Euch nicht zu viel zumutet? Nun, Theodore ist schon fertig und ist gegangen. Dieser Trottel liegt immer noch weit zurück, also gibt es keinen Grund zur Eile."
111,@101,"Ihr habt Stufe UR erreicht! Warum versucht Ihr nicht, noch einmal von vorn anzufangen?"
112,@101,"Wow! Lange nicht gesehen! Ihr seid viel stärker geworden, seit wir uns das letzte Mal gesehen haben.<p>Aber es reicht noch nicht. Theodore ist schon viel stärker als Ihr. <p>Aber macht euch keine Sorgen! Ich habe eine weitere Ausbildungsanleitug für Euch erstellt. Sie ist allerdings etwas schwieriger als die letzte! Also fallt nicht zurück!<p>Zerbrecht Euch nicht zu sehr den Kopf! Ihr werdet das großartig machen!"
113,@101,"Großartig, es sieht so aus, als ob Ihr gut vorankommt! Ihr habt Stufe B ziemlich schnell erreicht!<p>Russel! Wie weit bist du jetzt, Russel?"
114,@103,Ich bin schon auf Stufe A! Diesmal werde ich nicht verlieren!
115,@101,@104
116,@101,"Ihr habt Stufe S erreicht! Es sieht so aus, als sei Eure Rivalität mit diesem Volltrottel die perfekte Motivation gewesen!"
117,@103,Was?! Ihr habt schon Stufe S erreicht? Ich bin erst auf Stufe A ...<p>Ahh! Ist das nicht auch letztes Mal passiert ...?
118,@101,@107
119,@108,@108
120,@101,"Glückwunsch zum Erreichen der Stufe SR! Jetzt kann dieser Vollidiot Russel nicht mal mehr davon träumen, Euch einzuholen!<p>"
100011,,Willkommen auf der Sprechenden Insel.
100021,,"Die Sprechende Insel ist der perfekte Ort, um stärker zu werden!"
100041,,Ab hier müsst Ihr Euch vor Monstern in Acht nehmen!
101171,,Wir sorgen für die Sicherheit auf der Sprechenden Insel!
101181,,Ein weiterer erfolgreicher Tag des Geschäftemachens!
101191,,Gute Ausrüstung rettet Euch das Leben!
101201,,Hört her! Eine Versteigerung von Gludio-Besonderheiten beginnt in Kürze!
101211,,Kauft Eure Tickets nach Gludio bei mir!
101231,,Seht Euch den Siegesobelisken auf der Sprechenden Insel an!
101241,,"Ein Hafen ist nur dann ein Hafen, wenn es darin vor Leuten wimmelt!"
101261,,In letzter Zeit sind Touristen in Heerscharen zur Sprechenden Insel gereist.
101301,,"Orks? Wie meint Ihr das, Orks?!"
101311,,"Das Schiff nach Gludio legt bald ab, also geht schnell an Bord."
101331,,Habt Ihr diese Touristen gesehen? Die eine oder andere war nach meinem Geschmack!
101341,,"Ah, ein perfekter Tag, um die Segel zu setzen!"
101381,,Vorsicht vor den Orks!!!
101391,,Bleibt wachsam!!!
101441,,@101391
101451,,Wir müssen die Stellung halten!!
101461,,@101381
101471,,@101391
101501,,"Hehe. Ich frage mich, ob ich aus der Armee entlassen werde ..."
101541,,Hier gibt es Besonderheiten der Sprechenden Insel! Wir haben goldenen Pelz!
101542,,So etwas kann es nur hier auf der Sprechenden Insel geben.
101543,,Für eine richtige Tour über die Sprechende Insel braucht Ihr so etwas hier.
101544,,"Willkommen, willkommen!"
101545,,Fehlt es Euch nicht an Tränken?
101551,,Hehe. Unser kleiner Schatz ist schon 3 Jahre alt!
101571,,"Abenteurer sind Narren, die ihr Leben für Geld riskieren ..."
101611,,Auf der Sprechenden Insel ist das Angeln eine Freude. Dieser Fisch ist riesig!
101621,,"Glaubt Ihr, dass wirklich Orks im Norden der Stadt aufgetaucht sind?"
101771,,Ohrringe! Ohrringe mit guten Werten!
101811,,"Nutzt diesen Ort, um in andere Regionen zu gelangen."
101821,,Tretet einem Klan bei! Kameraden sind eine große Unterstützung!
101831,,"Wertet Eure Ausrüstung auf, um kurzen Prozess mit Euren Gegnern zu machen!!"
101841,,Ich verkaufen Seelenschüsse. Sie fügen Monstern mehr Schaden zu!
101911,,Wir kümmern uns schon um die Orks.
101921,,Wir halten die Sicherheit der Stadt aufrecht.
101931,,Die Stadt der Sprechenden Insel ist jetzt sicher.
101941,,Willkommen in unserer Stadt!
101961,,Hier gehen ein paar sehr merkwürdige Dinge vor sich ...
101971,,"Je schneller Ihr die Insel verlassen könnt, desto besser."
101981,,"Ich hab gehört, da sind mehr als 10.000 Orks im Norden."
102011,,Im Norden sind Orks aufgetaucht!
102221,,Keine Sorge! Ihr werdet heil aus dem Dienst entlassen.
102501,,Verdammte Orks! Ich werde meine Kameraden rächen!
102511,,Wir dürfen diesen Kampf nicht verlieren. Meine Familie versteckt sich in der Stadt.
102551,,Dieser Angriff durch die Orks kam direkt vor meiner Entlassung ...
102561,,"Wenn wir gegen diese Orks verlieren, erreichen sie die Stadt."
103001,,"Noch halten wir die Orks mit Magie in Schach, aber ..."
103011,,Ich bin erschöpft ...
103021,,Orks? Die machen mir keine Angst!
111671,,Bitte schließt Euch den Blut-Rangern an!
111691,,"Seid Ihr hier, um Euch dem Jagdtrupp anzuschließen?"
111851,,"Ich werde zusehen und gucken, ob etwas Komisches passiert!"
111861,,"Es gibt keinen Grund, nachsichtig zu werden!"
111891,,Erledigt sie mit einem Hieb!
111971,,Erteilt diesen Orks eine Lektion!
111981,,D-danke! Das war so gruselig!
210011,,"Seelenschüsse sind genau das, was Ihr braucht, um gegen Golems zu kämpfen!"
280811,,T-tötet mich ...
280821,,Schmerzen ... Beendet es ...
300171,,"Ich hätte ja gekämpft, wenn ich meinen Stab gehabt hätte!"
300181,,Ihr habt vorhin geheult und Euch versteckt!
304081,,"Einhasad hat mir gesagt, dass sie Euch her senden würde."
304111,,"Ich habe Eure unglaubliche Leistung gesehen! Vielen, vielen Dank!"
305851,,Was ist hier los?! Die Ära der Piraten ist doch längst vorbei!
307781,,"Ahh ... Ich wusste, ich hätte nicht herkommen sollen ..."
307791,,Ihr! Beruhigt Euch!
309371,,Tickets zum Hafen der Sprechenden Insel gibt es in dieser Richtung.
309391,,Wollt Ihr Euch nicht als Soldat Gludins verdingen?
309411,,La-di-da ... Wo können meine Freunde nur hin sein ...
309441,,"Nächstes Mal bin ich der Held, und nicht Ihr!"
309451,,"Willkommen, dies ist die Gludin-Hafenstadt."
309791,,"Ihr seid es also, den Einhasad geschickt hat."
309801,,"Nutzt diesen Ort, um zu reisen, wohin Ihr wollt."
309811,,"Registriert Euch hier, um an der Burgbelagerung teilzunehmen."
309831,,"Seelenschüsse zu verkaufen, ist mein Hobby."
309841,,"Lagert Gegenstände ein, wenn Euer Inventar voll ist."
309851,,Huch! Schon wieder ausgerutscht!
309861,,"Meine Güte, ist das laut hier. Ich möchte nur in Ruhe leben und angeln."
309871,,"Ich werde Eure Rechnung etwas zusammenstreichen, schließlich seid Ihr der Held unserer Stadt!"
309891,,"Es ist unsere Aufgabe, diesen Ort zu beschützen."
309901,,*Seufz* ... Wann ist unsere Schicht endlich zu Ende ...
309921,,@309891
309951,,Ein Mitglied der Silberlicht-Söldner!!! Willkommen!
309961,,"Der Angriff, der vor Kurzem stattfand, wurde von einem Silberlicht-Söldner vereitelt."
