Id,Title,Desc
31001,Episode abgeschlossen,Erledige Episode <RedBold>1-2</>.
31002,Ausrüstungslevelaufstieg,"Versuche <RedBold>[Value]</> Mal, Ausrüstung im Level aufsteigen zu lassen. ([Value1]/[Value2])"
31003,@31001,Erledige Episode <RedBold>1-5</>.
31004,Kampfkraft,Erreiche eine maximale Kampfkraft von <RedBold>[Value]</>. ([Value1]/[Value2])
31005,Arena,Stelle dich <RedBold>[Value]</> Mal der Arena. ([Value1]/[Value2])
31006,Ausrüstung erhalten,Erhalte <RedBold>[Value]</> Ausrüstung. ([Value1]/[Value2])
31007,Fertigkeit im Level aufsteigen lassen,Lasse eine Fertigkeit <RedBold>[Value]</> Mal im Level aufsteigen. ([Value1]/[Value2])
31008,@31002,@31002
31009,Erfolgspunkte,Erreiche <RedBold>[Value]</> Erfolgspunkt(e). ([Value1]/[Value2])
31010,Beim Klan einchecken,Check-in <RedBold>[Value]</> Mal an den Klan. ([Value1]/[Value2])
31011,Klan-Spende,Spende <RedBold>[Value]</> Mal an den Klan. ([Value1]/[Value2])
31012,Klanladen,Kaufe <RedBold>[Value]</> Mal einen Klan-Buff. ([Value1]/[Value2])
31013,Den Turm der Anmaßung betreten,Stelle dich <RedBold>[Value]</> Mal dem Turm der Anmaßung. ([Value1]/[Value2])
31014,Den Turm der Anmaßung auto-erledigen,Auto-Erledige <RedBold>[Value]</> Mal den Turm der Anmaßung. ([Value1]/[Value2])
31015,Runenprägung,Versuche <RedBold>[Value]</> Mal eine Runenprägung. ([Value1]/[Value2])
31016,Ausrüstungskombination,"Versuche <RedBold>[Value]</> Mal, Ausrüstung zu kombinieren. ([Value1]/[Value2])"
31017,@31001,Erledige Episode <RedBold>1-11</>.
31018,Verbessern von Ausrüstung,"Versuche <RedBold>[Value]</> Mal, Ausrüstung zu verbessern. ([Value1]/[Value2])"
31019,Tägliche Mission,Schließe <RedBold>[Value]</> Tagesquest(s) ab. ([Value1]/[Value2])
31020,@31015,Präge <RedBold>[Value]</> Mal Runen erfolgreich. ([Value1]/[Value2])
31021,@31004,@31004
31101,Wochenquest abgeschlossen,Erledige <RedBold>[Value]</> Mal die Wochenquest. ([Value1]/[Value2])
31102,Ausrüstungsaufwertung,Werte <RedBold>[Value]</> Mal Ausrüstung auf. ([Value1]/[Value2])
31103,@31016,@31016
31104,Elite-Dungeons,Schließe <RedBold>[Value]</> Elite-Dungeon-Quest(s) ab. ([Value1]/[Value2])
31105,Monster in Elfenruinen 1 besiegen,Besiege <RedBold>[Value]</> Monster ([Value1]/[Value2]) in Elfenruinen 1.
31106,Monsterkern erhalten,Erhalte <RedBold>[Value]</> Monsterkern(e). ([Value1]/[Value2])
31107,Monsterkerne registrieren,Registriere <RedBold>[Value]</> Monsterkern(e). ([Value1]/[Value2])
31108,Tempelwächter erledigen,Erledige Tempelwächter <RedBold>[Value]</> Mal. ([Value1]/[Value2])
31109,Turm der Anmaßung,Erledige die <RedBold>[Value]. Etage</> im Turm der Anmaßung. ([Value1]/[Value2])
31110,@31018,@31018
31111,@31001,Erledige Episode <RedBold>3-5</>.
31112,@31105,@31105
31113,@31015,@31020
31114,@31007,@31007
31115,@31109,@31109
31116,Entnahmegrube,Entnimm <RedBold>[Value2]</> Mal Kräuter in der Entnahmegrube. ([Value1]/[Value2])
