Id,Name,Description,EffectDescription,SkillDialogue
1101,Menschen-Schwert-Kombo 1,Ein Basisangriff mit Schwert und Schild.,,
1102,Menschen-Schwert-Kombo 2,@1101,,
1103,Menschen-Schwert-Kombo 3,@1101,,
1104,Menschen-Schwert-Kombo 4,@1101,,
1105,Menschen-Schwert-Kombo 5,@1101,,
1106,Menschen-Schwert-Kombo 6,@1101,,
1201,Elfen-Schwert-Kombo 1,@1101,,
1202,Elfen-Schwert-Kombo 2,@1101,,
1203,Elfen-Schwert-Kombo 3,@1101,,
1204,Elfen-Schwert-Kombo 4,@1101,,
1205,Elfen-Schwert-Kombo 5,@1101,,
1206,Elfen-Schwert-Kombo 6,@1101,,
1301,Dunkelelfen-Schwert-Kombo 1,@1101,,
1302,Dunkelelfen-Schwert-Kombo 2,@1101,,
1303,Dunkelelfen-Schwert-Kombo 3,@1101,,
1304,Dunkelelfen-Schwert-Kombo 4,@1101,,
1305,Dunkelelfen-Schwert-Kombo 5,@1101,,
1306,Dunkelelfen-Schwert-Kombo 6,@1101,,
1401,Zwergen-Schwert-Kombo 1,@1101,,
1402,Zwergen-Schwert-Kombo 2,@1101,,
1403,Zwergen-Schwert-Kombo 3,@1101,,
1404,Zwergen-Schwert-Kombo 4,@1101,,
1405,Zwergen-Schwert-Kombo 5,@1101,,
1406,Zwergen-Schwert-Kombo 6,@1101,,
2101,Menschen-Speer-Kombo 1,Ein Basisangriff mit dem Speer.,,
2102,Menschen-Speer-Kombo 2,@2101,,
2103,Menschen-Speer-Kombo 3,@2101,,
2104,Menschen-Speer-Kombo 4,@2101,,
2105,Menschen-Speer-Kombo 5,@2101,,
2106,Menschen-Speer-Kombo 6,@2101,,
2201,Elfen-Speer-Kombo 1,@2101,,
2202,Elfen-Speer-Kombo 2,@2101,,
2203,Elfen-Speer-Kombo 3,@2101,,
2204,Elfen-Speer-Kombo 4,@2101,,
2205,Elfen-Speer-Kombo 5,@2101,,
2206,Elfen-Speer-Kombo 6,@2101,,
2301,Dunkelelfen-Speer-Kombo 1,@2101,,
2302,Dunkelelfen-Speer-Kombo 2,@2101,,
2303,Dunkelelfen-Speer-Kombo 3,@2101,,
2304,Dunkelelfen-Speer-Kombo 4,@2101,,
2305,Dunkelelfen-Speer-Kombo 5,@2101,,
2306,Dunkelelfen-Speer-Kombo 6,@2101,,
2401,Zwergen-Speer-Kombo 1,@2101,,
2402,Zwergen-Speer-Kombo 2,@2101,,
2403,Zwergen-Speer-Kombo 3,@2101,,
2404,Zwergen-Speer-Kombo 4,@2101,,
2405,Zwergen-Speer-Kombo 5,@2101,,
2406,Zwergen-Speer-Kombo 6,@2101,,
3101,Menschen-Doppelschwert-Kombo 1,Ein Basisangriff mit Doppelschwertern.,,
3102,Menschen-Doppelschwert-Kombo 2,@3101,,
3103,Menschen-Doppelschwert-Kombo 3,@3101,,
3104,Menschen-Doppelschwert-Kombo 4,@3101,,
3105,Menschen-Doppelschwert-Kombo 5,@3101,,
3106,Menschen-Doppelschwert-Kombo 6,@3101,,
3107,Menschen-Doppelschwert-Kombo 7,@3101,,
3108,Menschen-Doppelschwert-Kombo 8,@3101,,
3201,Elfen-Doppelschwert-Kombo 1,@3101,,
3202,Elfen-Doppelschwert-Kombo 2,@3101,,
3203,Elfen-Doppelschwert-Kombo 3,@3101,,
3204,Elfen-Doppelschwert-Kombo 4,@3101,,
3205,Elfen-Doppelschwert-Kombo 5,@3101,,
3206,Elfen-Doppelschwert-Kombo 6,@3101,,
3207,Elfen-Doppelschwert-Kombo 7,@3101,,
3208,Elfen-Doppelschwert-Kombo 8,@3101,,
3301,Dunkelelfen-Doppelschwert-Kombo 1,@3101,,
3302,Dunkelelfen-Doppelschwert-Kombo 2,@3101,,
3303,Dunkelelfen-Doppelschwert-Kombo 3,@3101,,
3304,Dunkelelfen-Doppelschwert-Kombo 4,@3101,,
3305,Dunkelelfen-Doppelschwert-Kombo 5,@3101,,
3306,Dunkelelfen-Doppelschwert-Kombo 6,@3101,,
3307,Dunkelelfen-Doppelschwert-Kombo 7,@3101,,
3308,Dunkelelfen-Doppelschwert-Kombo 8,@3101,,
3401,Zwergen-Doppelschwert-Kombo 1,@3101,,
3402,Zwergen-Doppelschwert-Kombo 2,@3101,,
3403,Zwergen-Doppelschwert-Kombo 3,@3101,,
3404,Zwergen-Doppelschwert-Kombo 4,@3101,,
3405,Zwergen-Doppelschwert-Kombo 5,@3101,,
3406,Zwergen-Doppelschwert-Kombo 6,@3101,,
3407,Zwergen-Doppelschwert-Kombo 7,@3101,,
3408,Zwergen-Doppelschwert-Kombo 8,@3101,,
4101,Menschen-Dolch-Kombo 1,Ein Basisangriff mit dem Dolch.,,
4102,Menschen-Dolch-Kombo 2,@4101,,
4103,Menschen-Dolch-Kombo 3,@4101,,
4104,Menschen-Dolch-Kombo 4,@4101,,
4105,Menschen-Dolch-Kombo 5,@4101,,
4106,Menschen-Dolch-Kombo 6,@4101,,
4201,Elfen-Dolch-Kombo 1,@4101,,
4202,Elfen-Dolch-Kombo 2,@4101,,
4203,Elfen-Dolch-Kombo 3,@4101,,
4204,Elfen-Dolch-Kombo 4,@4101,,
4205,Elfen-Dolch-Kombo 5,@4101,,
4206,Elfen-Dolch-Kombo 6,@4101,,
4301,Dunkelelfen-Dolch-Kombo 1,@4101,,
4302,Dunkelelfen-Dolch-Kombo 2,@4101,,
4303,Dunkelelfen-Dolch-Kombo 3,@4101,,
4304,Dunkelelfen-Dolch-Kombo 4,@4101,,
4305,Dunkelelfen-Dolch-Kombo 5,@4101,,
4306,Dunkelelfen-Dolch-Kombo 6,@4101,,
4401,Zwergen-Dolch-Kombo 1,@4101,,
4402,Zwergen-Dolch-Kombo 2,@4101,,
4403,Zwergen-Dolch-Kombo 3,@4101,,
4404,Zwergen-Dolch-Kombo 4,@4101,,
4405,Zwergen-Dolch-Kombo 5,@4101,,
4406,Zwergen-Dolch-Kombo 6,@4101,,
5101,Menschen-Bogen-Kombo 1,Ein Basisangriff mit dem Bogen.,,
5102,Menschen-Bogen-Kombo 2,@5101,,
