Id,Name,Desc
101011,Erledige Östliche Sprechende Insel,Besiege mind. {TaskCount} Monster der Östlichen Sprechenden Insel.
101012,@101011,@101011
101013,@101011,@101011
101014,@101011,@101011
101015,@101011,@101011
101016,@101011,@101011
101017,@101011,@101011
101018,@101011,@101011
101019,@101011,@101011
101021,Erledige Westliche Sprechende Insel,Besiege mind. {TaskCount} Monster der Westlichen Sprechenden Insel.
101022,@101021,@101021
101023,@101021,@101021
101024,@101021,@101021
101025,@101021,@101021
101026,@101021,@101021
101027,@101021,@101021
101028,@101021,@101021
101029,@101021,@101021
101031,Erledige Gludin-Straße,Besiege mind. {TaskCount} Monster der Gludin-Straße.
101032,@101031,@101031
101033,@101031,@101031
101034,@101031,@101031
101035,@101031,@101031
101036,@101031,@101031
101037,@101031,@101031
101038,@101031,@101031
101039,@101031,@101031
101041,Ein wohlhabender Klan,Spende dem Klan {TaskCount} Adena.
101042,@101041,@101041
101043,@101041,@101041
101044,@101041,@101041
101045,@101041,@101041
101046,@101041,@101041
101047,@101041,@101041
101048,@101041,@101041
101049,@101041,@101041
102011,Erledige Gludio-Ebenen,Besiege mind. {TaskCount} Monster der Gludio-Ebenen.
102012,@102011,@102011
102013,@102011,@102011
102014,@102011,@102011
102015,@102011,@102011
102016,@102011,@102011
102017,@102011,@102011
102018,@102011,@102011
102019,@102011,@102011
102021,Erledige Windawood-Anwesen,Besiege mind. {TaskCount} Monster des Windawood-Anwesen.
102022,@102021,@102021
102023,@102021,@102021
102024,@102021,@102021
102025,@102021,@102021
102026,@102021,@102021
102027,@102021,@102021
102028,@102021,@102021
102029,@102021,@102021
104011,Erledige Einöde,Besiege mind. {TaskCount} Monster der Einöde.
104012,@104011,@104011
104013,@104011,@104011
104014,@104011,@104011
104015,@104011,@104011
104016,@104011,@104011
104017,@104011,@104011
104018,@104011,@104011
104019,@104011,@104011
105021,Unser Blut,Spende {TaskCount} Blutzeugnis(se).
105022,@105021,@105021
105023,@105021,@105021
105024,@105021,@105021
105025,@105021,@105021
105026,@105021,@105021
105027,@105021,@105021
105028,@105021,@105021
105029,@105021,@105021
105031,Von gemeinsamen Blute,Checke mind. {TaskCount} Mal für den Klan ein.
105032,@105031,@105031
105033,@105031,@105031
105034,@105031,@105031
105035,@105031,@105031
105036,@105031,@105031
105037,@105031,@105031
105038,@105031,@105031
105039,@105031,@105031
105041,Kamerad von gleichem Blut,Grüße deine Klanmitglieder {TaskCount} Mal.
105042,@105041,@105041
105043,@105041,@105041
