Name,TaskName,QuestNpcName,QuestNpcDialog,QuestNpcName2,QuestNpcDialog2
Macht der Tyrannei ein Ende,Warte auf Lucien,,,,
Macht der Tyrannei ein Ende,Folge Lucien,,,,
Macht der Tyrannei ein Ende,Besiege die Loyalisten-Soldaten,,,,
Macht der Tyrannei ein Ende,Zerstöre das Torhaus,,,,
Macht der Tyrannei ein Ende,Betritt den Platz,,,,
Macht der Tyrannei ein Ende,Besiege die Loyalisten-Verstärkung,,,,
Macht der Tyrannei ein Ende,Nähere dich dem Kontrollturm,,,,
Macht der Tyrannei ein Ende,Besiege den Ältesten Marlow,,,,
Macht der Tyrannei ein Ende,Besiege den Ältesten Marlow,,,,
Macht der Tyrannei ein Ende,Kontrollturm zerstört,,,,
Macht der Tyrannei ein Ende,begib dich zum Torhaus,,,,
Die Reise beginnt,Finde den Söldnerhauptmann,Hafenmeisterin Psyche,"Dies ist ein guter Ort für ein Abenteuer, um ERF zu sammeln.
<p>Ihr solltet ein wenig Arbeit annehmen, um Euch mit der Gegend vertraut zu machen.
<p>Douglas, der Söldnerhauptmann, benötigt Hilfe. Ihr solltet ihn treffen.",,
Fertigkeitszeugnis,Mache Jagd auf Schwarze Wölfe,Söldnerhauptmann Douglas,"Ihr seht wie ein fähiger Abenteurer aus. Das ist gut!
<P>Ihr sucht also Arbeit, ja? Nun, wenn Ihr bereit seid, Euch die Hände schmutzig zu machen, seid Ihr angeheuert.
<p>Es gibt hier in der Nähe einige Wölfe, die Unruhe bereiten. Kümmert Euch für mich um sie.",,
Eine richtige Arbeit,Mache Jagd auf Rotbären,Söldnerhauptmann Douglas,"Die Wölfe habt Ihr ja schnell erledigt! Ihr könntet nützlich sein.
<p>Sehen wir mal, wie Ihr eine richtige Aufgabe erledigt. Habt Ihr in der Nähe der Wölfe einige Rotbären gesehen? Die haben ihre Furcht vor Menschen verloren.
<p>Ich brauche jemanden, der einige dieser Rotbären erledigt, bevor sie anfangen, Menschen anzugreifen. Glaubt Ihr, Ihr schafft das?",Söldnerhauptmann Douglas,Wir haben ein Problem! Orks überfallen den Hafen!
Eine richtige Arbeit,Finde den Söldnerhauptmann,,,,
Eine richtige Arbeit,Ork-Hinterhalt,,,,
Eine richtige Arbeit,Ork-Hinterhalt,,,,
Notfall!,Finde den Wachhauptmann,Söldnerhauptmann Douglas,"Ich werde die Stadtbewohner mit meinen Männern beschützen. Ihr müsst zum Hafen gehen!
<p>Wenn Ihr den Wachhauptmann dort findet, sagt ihm, dass ich Euch gesendet habe! Macht dies, dann schulde ich Euch etwas!",,
Ork-Hinterhalt,Besiege die Ork-Kämpfer,Wachhauptmann Harold,"Orks sammeln sich in der Nähe der Fähre! Sie sind aus dem Nichts gekommen, einfach so! Wie konnten wir die nur übersehen?
<p>Wir müssen die Fähre um jeden Preis verteidigen! Kämpft mit uns!",,
Ork-Hinterhalt,Besiege die Ork-Eskorte,,,,
Ork-Hinterhalt,Finde den Ork-Truppenhauptmann,,,,
Ork-Hinterhalt,Finde den Ork-Truppenhauptmann,Wachhauptmann Harold,"Verdammt! Der Truppenhauptmann ist fort!
<P>Er muss zum Hafentor gegangen sein! Beeilen wir uns!",,
Ork-Hinterhalt,Gehe zum Hafentor,,,,
Ork-Hinterhalt,"Besiege die Orks, die aus dem Hafen fliehen",,,,
Ork-Hinterhalt,Halte den Truppenhptm. und Esk. Auf,,,,
Bereite dich auf einen Kampf vor,Lerne Auto-Ausrüsten,Wachhauptmann Harold,"Danke. Wir schulden Euch etwas! Bei dieser alten Rüstung, die Ihr tragt, habe ich nicht so einen Kämpfer erwartet.
<P>Ich kann Euch dabei helfen. Ich kann Euch einen Weg zeigen, wie Ihr schnell Eure Ausrüstung verwalten könnt. Er heißt <YellowBold>Auto-Ausrüsten</>.",,
Die vermissten Archäologen,Sprich mit Codellia,Wachhauptmann Harold,"Entschuldigt bitte, dass ich Euch erneut um einen Gefallen bitte, aber ... Ich brauche Eure Hilfe bei einer kleinen Aufgabe.
<p>Es scheint so, als wären hier in der Nähe einige Archäologen verschwunden.
<p>Ich würde mich selbst darum kümmern, aber ich sollte hierbleiben, falls die Orks erneut den Hafen überfallen ...
<p>Könnt Ihr diese Sache für mich untersuchen?",Codellia,"Wer? Ah! Ihr müsst vom Wachhauptmann geschickt worden sein.
<p>Danke dafür, dass Ihr gekommen seid."
Suche nach Hinweisen,Suche nach Grabungsausrüstung,Codellia,"Ich nehme an, Ihr wurdet bereits informiert, aber viele meiner Kollegen sind verschwunden.
<p>Ich habe hier selbst gesucht, aber ich konnte keine Hinweise finden, dass sie das Dolmen-Gebiet verlassen haben. Sie müssen noch irgendwo in der Nähe sein ...
<p>Ich befürchte, dass einige Monster hier in der Nähe dahinterstecken ... 
<p>Vielleicht könnt Ihr Hinweise finden, wenn Ihr ein paar Monster tötet.",Codellia,"Ihr behauptet, diese Ausrüstung bei Fledermäusen gefunden zu haben? Hier draußen sollten keine Fledermäuse sein!
<p>Ich frage mich, was die Fledermäuse aus ihrem natürlichen Lebensraum vertrieben hat ..."
Die mysteriösen Entführer,Durchsuche Ork-Entführer,Codellia,"Ich vertraue diesen Orks nicht, die sich dort niedergelassen haben. Ich glaube, sie hecken etwas aus ...
<p>Findet ihr Lager, verpasst einigen von ihnen eine Tracht Prügel, dann rücken sie vielleicht einige Informationen heraus!",Codellia,"Es waren also die Orks! Und sie haben meine Kollegen gefangen genommen?! Oh, Ihr habt den Schlüssel!"
Archäologenrettung,Befreie den 1. gefangenen Archäologen,Codellia,"Toll, Ihr habt den Schlüssel gefunden! Jetzt rettet meine Kollegen!
<p>Bitte beeilt Euch, bevor es zu spät ist!","Ferron, der Schmied","Danke dafür, dass Ihr mich befreit habt! Meine Arbeit hat mich hierher geführt. Ich hatte nicht erwartet, beinahe von diesen dreckigen Orks getötet zu werden!"
Archäologenrettung,Befreie den 2. gefangenen Archäologen,,,,
Archäologenrettung,Befreie den 3. gefangenen Archäologen,,,,
Archäologenrettung,"Folge Ferron, dem Schmied",,,,
