Id,Name,TypeDesc,LimitDesc,UsingDesc,ReplaceString1,ReplaceString2,Desc
1021,악마의 영혼석: 자켄,Verbrauchsgüter,,"Kann bei Monstern des Unterholzes des Geheimniswaldes gefunden werden. 100 binden, um ""Dämonische Schriftrolle: Zaken."" zu erhalten
Die ""Dämonische Schriftrolle: Zaken"" ist eine Sub-Questschriftrolle, die du ab Lv. 230 verwenden kannst.",,,
1022,악마의 스크롤: 자켄,@1021,,"Sub-Questschriftrolle, die verwendet wird, um Kampftoken: Zaken zu erhalten
Verwende Kampftoken: Zaken, um Zakens Piratenschiff zu betreten.","Fundort des Ziels: Giran-Reich
Lv.- Beschränkung: 230.",,
1023,결전의 징표: 자켄,@1021,,"자켄을 처치하기로 맹세한 자의 징표입니다.
자켄의 해적선에 입장 할 수 있습니다.",,,
10001,Frühlingsspross,Trank,,"Dieser Spross enthält die Energie des nahenden Frühlings.
Wird verwendet, um im Event-Menü Gegenstände zu kaufen.",,,Erhöht VER 10 Min. lang um 2.000.
10002,Sprosstruhe,@1021,,"Diese Kiste enthält Sprosse zur sicheren Verwahrung.
Öffne diese Kiste, um 30 Sprosse zu erhalten.",,,Nach der Benutzung können die erhaltenen Gegenstände nicht gehandelt werden.
10003,Bonus-Vervollständigungsticket,Event,,"Verwende dieses Ticket, um zusätzliche Vervollständigungen zu erhalten, nachdem du das Limit für Tägliche Vervollständigungen in Aymels Schule überschritten hast.
Verwendbar im Event-Menü.",,,
10004,Gut gemacht,@10001,,"Was für ein großartiges Klanmitglied!
Wird verwendet, um im Event-Menü Gegenstände zu kaufen.",,,Erhöht ANG 10 Min. lang um 1.500.
10005,"""Gut gemacht""-Stempelkiste",@1021,,"Diese Kiste enthält ""Gut gemacht""-Stempel zur sicheren Verwahrung.
Öffne diese Kiste, um 30 ""Gut gemacht""-Stempel zu erhalten.",,,@10002
10006,Wassermelone,@10001,,"Eine erfrischende Wassermelone, um deinen Durst zu stillen.
Wird an deinen Briefkasten gesendet, wenn du die Arena betrittst.",,,Erhöht LP 10 Min. lang um 3.000.
10007,Trauben,@10001,,"Ein paar saftige, köstliche Trauben.
Werden an deinen Briefkasten gesendet, wenn du Auto-Erledigen für den Turm der Anmaßung anwendest.",,,Erhöht Kritischen Schaden 10 Minuten lang um 3 %.
10008,Orientalische Melone,@10001,,"Eine köstliche orientalische Melone voller Vitamin C, die gegen Erschöpfung hilft.
Wird an deinen Briefkasten gesendet, wenn du einen Beschwörungskreis betrittst.",,,@10001
10009,Himbeeren,@10001,,"Sommer-Himbeeren sind sowohl nahrhaft als auch köstlich. Probiere sie selbst!
Werden an deinen Briefkasten gesendet, wenn du einen Tagesdungeon erledigst.",,,@10004
10010,Sommerliche Obstkiste,@1021,,"Eine Kiste voller Sommerfrüchte.
Öffne diese Kiste, um eine Wassermelone, Trauben, eine orientalische Melone oder Himbeeren zu erhalten.
Diese Obstkiste erhältst du bei Entnahme von Kräutern aus dem Entnahme-Dungeon.",,,
10033,Kiefernnadel,@1021,,"피톤치드가 풍부하게 담겼으며, 솔향이 그윽한 솔잎입니다. 송편의 필수 재료입니다.",,,
10034,천연 벌꿀,@1021,,미네랄과 비타민 등 영양이 풍부한 천연 벌꿀입니다. 꿀송편의 달콤함을 책임집니다,,,
10035,유기농 쌀가루,@1021,,메뚜기와 함께 자라난 유기농 쌀을 방앗간에서 곱게 갈아 만든 쌀가루입니다. 송편의 필수 재료입니다.,,,
10036,참깨,@1021,,꼬소함을 자랑하는 참깨입니다. 꿀송편에 들어가 달콤함과 고소함의 밸런스를 맞추어줍니다.,,,
10037,가을밤,@1021,,잘 익은 가을 밤입니다. 맛도 영양도 일품입니다. 밤송편에 들어가는 주 재료 입니다. ,,,
510107,Nachthimmel-Feuerwerk,@1021,,"Ein Feuerwerk, das den Nachthimmel erhellen kann.","Verwenden, um ein hübsches Feuerwerk zu sehen.",,
510108,Silberlicht-Feuerwerk,@1021,,"Feuerwerk, das wie die Sterne am Himmel leuchtet.",@510107,,
510109,Wohlstands-Feuerwerk,@1021,,"Feuerwerk, das die Sehnsucht nach Wohlstand symbolisiert.",@510107,,
510110,Liebes-Feuerwerk,@1021,,"Spezielles Feuerwerk, das einen erfolgreichen Heiratsantrag garantiert.",@510107,,
510111,혈맹 이름 변경권,@1021,,혈맹 이름을 변경할 수 있습니다.,,,
510112,할로윈 캔디 폭죽,@1021,,달콤한 캔디가 쏟아지는 할로윈 폭죽입니다.,@510107,,
510113,해피 할로윈 폭죽,@1021,,행복한 할로윈을 기원하는 폭죽입니다.,@510107,,
110010,Samurai-Langschwert,Schwert und Schild,,Diese Waffe erhöht sowohl ANG als auch VER.,,,
110011,@110010,@110010,,@110010,,,
110012,@110010,@110010,,@110010,,,
110013,@110010,@110010,,@110010,,,
110014,@110010,@110010,,@110010,,,
110015,@110010,@110010,,@110010,,,
110016,@110010,@110010,,@110010,,,
110020,Schwert der Revolution,@110010,,@110010,,,
110021,@110020,@110010,,@110010,,,
110022,@110020,@110010,,@110010,,,
110023,@110020,@110010,,@110010,,,
110024,@110020,@110010,,@110010,,,
110025,@110020,@110010,,@110010,,,
110026,@110020,@110010,,@110010,,,
110030,Dynasty-Schwert,@110010,,@110010,,,
110031,@110030,@110010,,@110010,,,
110032,@110030,@110010,,@110010,,,
110033,@110030,@110010,,@110010,,,
110034,@110030,@110010,,@110010,,,
110035,@110030,@110010,,@110010,,,
110036,@110030,@110010,,@110010,,,
110043,Dunamiss-Schwert,@110010,,@110010,,,
110044,@110043,@110010,,@110010,,,
110045,@110043,@110010,,@110010,,,
110046,@110043,@110010,,@110010,,,
110053,Sturmbringer,@110010,,@110010,,,
110054,Sturmbringer,@110010,,@110010,,,
110055,Sturmbringer,@110010,,@110010,,,
120010,Lanze,Speer,,Diese Waffe hat einen großen Angriffsradius.,,,
120011,@120010,@120010,,@120010,,,
120012,@120010,@120010,,@120010,,,
120013,@120010,@120010,,@120010,,,
120014,@120010,@120010,,@120010,,,
120015,@120010,@120010,,@120010,,,
120016,@120010,@120010,,@120010,,,
120020,Skorpion,@120010,,@120010,,,
120021,@120020,@120010,,@120010,,,
120022,@120020,@120010,,@120010,,,
120023,@120020,@120010,,@120010,,,
120024,@120020,@120010,,@120010,,,
120025,@120020,@120010,,@120010,,,
120026,@120020,@120010,,@120010,,,
120030,Großaxt,@120010,,@120010,,,
120031,@120030,@120010,,@120010,,,
120032,@120030,@120010,,@120010,,,
120033,@120030,@120010,,@120010,,,
120034,@120030,@120010,,@120010,,,
120035,@120030,@120010,,@120010,,,
120036,@120030,@120010,,@120010,,,
120043,Exidium,@120010,,@120010,,,
120044,@120043,@120010,,@120010,,,
120045,@120043,@120010,,@120010,,,
120046,@120043,@120010,,@120010,,,
120053,Ork-Gleve,@120010,,@120010,,,
120054,Ork-Gleve,@120010,,@120010,,,
120055,Ork-Gleve,@120010,,@120010,,,
130010,Doppeltes Samurai-Langschwert,Doppelschwerter,,Diese Waffe ermöglicht viele Komboangriffe.,,,
130011,@130010,@130010,,@130010,,,
130012,@130010,@130010,,@130010,,,
130013,@130010,@130010,,@130010,,,
130014,@130010,@130010,,@130010,,,
130015,@130010,@130010,,@130010,,,
130016,@130010,@130010,,@130010,,,
130020,Doppelschwert der Revolution,@130010,,@130010,,,
130021,@130020,@130010,,@130010,,,
130022,@130020,@130010,,@130010,,,
130023,@130020,@130010,,@130010,,,
130024,@130020,@130010,,@130010,,,
130025,@130020,@130010,,@130010,,,
130026,@130020,@130010,,@130010,,,
130030,Dynasty-Doppelschwert,@130010,,@130010,,,
130031,@130030,@130010,,@130010,,,
130032,@130030,@130010,,@130010,,,
130033,@130030,@130010,,@130010,,,
130034,@130030,@130010,,@130010,,,
130035,@130030,@130010,,@130010,,,
130036,@130030,@130010,,@130010,,,
130043,Dunamiss-Doppelschwert,@130010,,@130010,,,
130044,@130043,@130010,,@130010,,,
130045,@130043,@130010,,@130010,,,
130046,@130043,@130010,,@130010,,,
130053,Doppel-Sturmbringer,@130010,,@130010,,,
130054,Doppel-Sturmbringer,@130010,,@130010,,,
130055,Doppel-Sturmbringer,@130010,,@130010,,,
140010,Verderbensdolch,Dolch,,Diese Waffe ermöglicht schnelle Angriffe.,,,
140011,@140010,@140010,,@140010,,,
140012,@140010,@140010,,@140010,,,
140013,@140010,@140010,,@140010,,,
140014,@140010,@140010,,@140010,,,
140015,@140010,@140010,,@140010,,,
140016,@140010,@140010,,@140010,,,
140020,Dunkelschreier,@140010,,@140010,,,
140021,@140020,@140010,,@140010,,,
140022,@140020,@140010,,@140010,,,
140023,@140020,@140010,,@140010,,,
140024,@140020,@140010,,@140010,,,
140025,@140020,@140010,,@140010,,,
140026,@140020,@140010,,@140010,,,
140030,Kristalldolch,@140010,,@140010,,,
140031,@140030,@140010,,@140010,,,
140032,@140030,@140010,,@140010,,,
140033,@140030,@140010,,@140010,,,
140034,@140030,@140010,,@140010,,,
140035,@140030,@140010,,@140010,,,
140036,@140030,@140010,,@140010,,,
140043,Zerberus,@140010,,@140010,,,
140044,@140043,@140010,,@140010,,,
140045,@140043,@140010,,@140010,,,
140046,@140043,@140010,,@140010,,,
140053,Mithril-Dolch,@140010,,@140010,,,
140054,Mithril-Dolch,@140010,,@140010,,,
140055,Mithril-Dolch,@140010,,@140010,,,
150010,Kristallisierter Eisbogen,Bogen,,Diese Waffe hat eine große Reichweite.,,,
150011,@150010,@150010,,@150010,,,
150012,@150010,@150010,,@150010,,,
150013,@150010,@150010,,@150010,,,
150014,@150010,@150010,,@150010,,,
150015,@150010,@150010,,@150010,,,
150016,@150010,@150010,,@150010,,,
150020,Leichte Armbrust,@150010,,@150010,,,
150021,@150020,@150010,,@150010,,,
150022,@150020,@150010,,@150010,,,
150023,@150020,@150010,,@150010,,,
150024,@150020,@150010,,@150010,,,
150025,@150020,@150010,,@150010,,,
150026,@150020,@150010,,@150010,,,
150030,Akat-Langbogen,@150010,,@150010,,,
150031,@150030,@150010,,@150010,,,
150032,@150030,@150010,,@150010,,,
150033,@150030,@150010,,@150010,,,
150034,@150030,@150010,,@150010,,,
150035,@150030,@150010,,@150010,,,
150036,@150030,@150010,,@150010,,,
150043,Upitear,@150010,,@150010,,,
150044,@150043,@150010,,@150010,,,
150045,@150043,@150010,,@150010,,,
150046,@150043,@150010,,@150010,,,
150053,Elfenbogen,@150010,,@150010,,,
150054,Elfenbogen,@150010,,@150010,,,
150055,Elfenbogen,@150010,,@150010,,,
160010,Dämonenstab,Stab,,Diese Waffe ermöglicht mächtige magische Angriffe.,,,
160011,@160010,@160010,,@160010,,,
160012,@160010,@160010,,@160010,,,
160013,@160010,@160010,,@160010,,,
160014,@160010,@160010,,@160010,,,
160015,@160010,@160010,,@160010,,,
160016,@160010,@160010,,@160010,,,
160020,Stab des Lebens,@160010,,@160010,,,
160021,@160020,@160010,,@160010,,,
160022,@160020,@160010,,@160010,,,
160023,@160020,@160010,,@160010,,,
160024,@160020,@160010,,@160010,,,
160025,@160020,@160010,,@160010,,,
160026,@160020,@160010,,@160010,,,
160030,Flammender Drachenschädel,@160010,,@160010,,,
160031,@160030,@160010,,@160010,,,
160032,@160030,@160010,,@160010,,,
