Id,Title,Desc
5,Nicht zu wählen ist dein Verlust,Nutze {TaskCount} kostenlose Ziehung(en).
6,Herausforderer des Turms der Anmaßung,Au.-Erl. Turm d. An.
7,Auf Freundschaft bauen!,Grüße Freunde und erhalte {TaskCount} Punkte.
8,Zur Versiegelten Erinnerungszuflucht!,Erledige den heutigen Tagesdungeon {TaskCount} Mal.
10,Sei aktiv im Klan!,Mache {TaskCount} Klan-Spende(n).
11,Naturtalent!,Nimm {TaskCount} Mal an der Arena bei.
12,Klan-Grundlagen!,Check dich für den Klan ein.
14,Erfülle die Tagesquest!,Schließe die Tagesquest {TaskCount} Mal ab.
15,Erfülle die Wochenquest!,Schließe die Wochenquest {TaskCount} Mal ab.
17,Erkunde den Elite-Dungeon!,Schließe Elite-Dungeon {TaskCount} Mal ab.
20,Sammle magische Kräuter!,Entnimm {TaskCount} Mal aus dem Entnahme-Dungeon.
22,Meister der Ziehung,Erreiche {TaskCount} hochstufige Ziehung(en).
35,Erkunde den Tempelwächter!,Schließe Tempelwächter {TaskCount} Mal ab.
36,Erkunde den Adena-Dungeon!,Schließe Adena-Dungeon {TaskCount} Mal ab.
37,Erkunde den ERF-Dungeon!,Schließe ERF-Dungeon {TaskCount} Mal ab.
38,Erkunde den Beschwörungskreis!,Schließe den Beschwörungskreis {TaskCount} Mal ab.
