Key,Value
GuildWarehouseRecordSiegeWarReward,Burgbelagerungsbelohnung
GuildWarehouseRecordSiegeWarBidding,Burgbelagerungsgebot
GuildWarehouseRecordFortressWarReward,Festenbelagerungs-Belohnung
GuildWarehouseRecordFortressWarBidding,Festenbelagerungs-Bietvorgang
GuildWarehouseRecordCommission,Steuern einsammeln
GuildWarehouseRecordMarketBuy,Kauf im Laden
SystemMailName,System
SystemMessageKickOutFromGM,Der Server wird zurückgesetzt. Bitte starte das Spiel neu.
SystemMessageLogOut,Das Spiel wird jetzt beendet.
CastleSiegeFestivalCouponResetNotify,Belagerungsfest-Tickets werden zurückgesetzt.
MailTitleCheat,Cheat
MailTitleTutorialReward,Tutorial
MailTitleGuideQuestReward,Reisebelohnung des Söldners
MailTitleShopGachaItem,Ladenbeschwörungskisten-Gegenstand
MailTitleDungeonReward,Dungeon-Belohnung
MailTitlePvpHonorPointReward,Arena-Ehrenbelohnung
MailTitlePvpFirstRankReward,Erste Arenarang-Erfolgsbelohnung
MailTitlePvpRankingReward,Arenaranglisten-Belohnung
MailTitleCastleSiegeBegin,Burgbelagerungsstart
MailTitleCastleSiegeLoseReward,Burgbelagerungsniederlagen-Belohnung
MailTitleCastleSiegeWinReward,Burgbelagerungssieg-Belohnung
MailTitleFortressSiegeLoseReward,Festenbelagerungsniederlagen-Belohnung
MailTitleFortressSiegeWinReward,Festenbelagerungssieg-Belohnung
MailTitleFortressSiegeDrawReward,Festenbelagerungsunentschieden-Belohnung
MailTitleAuctionHouseBuy,Kauf im Handelsposten
MailTitleAuctionHouseSellFailed,Handelspostenverkauf abgelaufen
MailTitleAuctionHouseSellingCancel,Handelspostenverkauf abgebrochen
MailTitleConnectDailyReward,Tägliche Login-Belohnung
MailTitleConnectWeeklyReward,Wöchentliche Login-Belohnung
MailTitleConnectMonthlyReward,Monatliche Login-Belohnung
MailTitleGuildAchievementReward,Klanerfolgsbelohnung
MailTitleGuildMarketBuy,Kauf im Klanladen
MailTitleGuildMarketGiftBuy,[Player] hat ein Geschenk gesendet.
MailTitleGuildWarehouseGrant,Klan-Preis
MailTitleAchievementReward,Erfolgsbelohnung
MailTitlePeriodAchievementReward,Zeitlich begrenzte Erfolgsbelohnung
MailTitleFriendGreet,Freund grüßen
MailTitleBagIsFull,Inventar voll
MailTitleDailyActivityReward,Tägliche Aktivitäten-Belohnung
MailTitleInstantCompleteReward,Abholungs-Belohnungsgegenstand
MailTitleMissionDailyReward,Tagesquestbelohnung
MailTitleMissionWeeklyReward,Wochenquestbelohnung
MailTitleShopReward,Belohnung aufladen/ausgeben
MailTitleSupriseBox,Überraschungskiste öffnen
