Id,Name,Desc
1001,Крепость на Глудинском тракте,"Крепость, построенная на равнинах Ветряных Мельниц для защиты от набегов гноллов из лагеря налетчиков."
1002,Крепость на равнинах Глудио,"Крепость, построенная для защиты окрестностей и расположенного восточнее Диона от вторжений орков Турек."
1003,Крепость Поместья Виндавуд,"Крепость в поместье Виндавуд, предназначенная для защиты кристаллов маны, из которых изготавливают заряды души."
1004,Крепость в Пустоши,"Крепость в Глудио, препятствующая вторжениям порченых магией монстров из Пустоши."
2001,Крепость на Равнинах Диона,"Крепость, предназначенная для того, чтобы отражать вторжения Ящеров на Равнины."
2002,Крепость на Болоте Крумы,"Крепость, возведенная правителем Диона для того, чтобы пресечь дальнейшее распространение Стакато из Болота Крумы."
2003,Крепость на пике Диссонанса,"Крепость, возведенная правителем Диона для того, чтобы пресечь дальнейшее распространение Танор и гноллов, живущих на Пике."
2004,Крепость Земель Плача,"Крепость, построенная для защиты от появившейся в Цитадели отчаяния нежити."
5001,Крепость в руинах дольмена,"Крепость на руинах дольмена, предназначенная для защиты эльфийских развалин."
5002,Крепость в Расколотых землях,"Эта крепость была возведена для обороны от орков, захвативших Обелиск Победы."
5003,Крепость Обелиска Победы,Эта крепость была возведена для обороны от монстров после победы над захватившими Обелиск Победы орками.
5004,Крепость Укрепленного лагеря,В прошлом это сооружение служило человеческим магам для выявления магических способностей. Затем люди перестроили его в крепость.
5005,Крепость в Лесу Ветров,Эта крепость стоит у входа в Лес Ветров и служит для защиты от лесных монстров.
5006,Крепость Леса Духов,"Сердце живой природы Говорящего острова, место обитания его духов. Для того, чтобы их защищать, люди построили здесь крепость."
5007,Крепость Зап. погр. поста,Эта крепость была возведена для обороны побережья от пиратов и монстров.
5008,Крепость в Эльфийских руинах,В прошлом эта крепость должна была защищать эльфийские руины. После ухода эльфов ее заняли люди.
10001,Открытая осада,
