Id,Title,Desc
10031,Отдать сейчас,
10032,Говор.остр. - вост.,Пройдите историю «Говорящий остров - восток».
10033,Говор.остр. - зап.,Пройдите историю «Говорящий остров - запад».
10034,Глудинский тракт,Пройдите историю «Глудинский тракт».
10035,Равнины Глудио,Пройдите историю «Равнины Глудио».
10036,Особняк Виндавуд,Пройдите историю «Поместье Виндавуд».
10037,Пустошь,Пройдите историю «Пустошь».
10038,Дионские равнины,Пройдите историю «Равнины Диона».
10039,Болото Крумы,Пройдите историю «Болото Крумы».
10040,Пик Диссонанса,Пройдите историю «Пик Диссонанса».
10041,Земли Плача,Пройдите историю «Земли Плача».
11041,@10031,
11042,Гиранский доминион,Пройдите историю «Гиранский доминион».
11043,Берега Смертельного тумана,Пройдите историю «Берега Смертельного тумана».
11044,Остров Дьявола,Пройдите историю «Остров Дьявола».
11045,Некрополь Призраков,Пройдите историю «Некрополь Призраков».
13001,@10031,Сейчас
13002,Ур. 10 (подарок),Достигните уровня 10.
13003,Ур. 20 (подарок),Достигните уровня 20.
13004,Ур. 30 (подарок),Достигните уровня 30.
13005,Ур. 45 (подарок),Достигните уровня 45.
13006,Ур. 70 (подарок),Достигните уровня 70.
14001,@10031,@13001
14002,Ур. 80 (подарок),Достигните уровня 80.
14003,Ур. 90 (подарок),Достигните уровня 90.
14004,Ур. 100 (подарок),Достигните уровня 100.
14005,Ур. 110 (подарок),Достигните уровня 110.
14006,Ур. 120 (подарок),Достигните уровня 120.
15001,@10031,@13001
15002,Подарок ур. 125,Достигните уровня 125.
15003,Подарок ур. 130,Достигните уровня 130.
15004,Подарок ур. 135,Достигните уровня 135.
15005,Подарок ур. 140,Достигните уровня 140.
15006,Подарок ур. 145,Достигните уровня 145.
15007,Подарок ур. 150,Достигните уровня 150.
15008,Подарок ур. 155,Достигните уровня 155.
15009,Подарок ур. 160,Достигните уровня 160.
15010,Подарок ур. 165,Достигните уровня 165.
15011,Подарок ур. 170,Достигните уровня 170.
15012,Подарок ур. 175,Достигните уровня 175.
15013,Подарок ур. 180,Достигните уровня 180.
10011,@10031,@13001
10012,1-й вход в игру,"Вход в игру, день 1"
10013,2-й вход в игру,"Вход в игру, день 2"
10014,3-й вход в игру,"Вход в игру, день 3"
10015,4-й вход в игру,"Вход в игру, день 4"
10016,5-й вход в игру,"Вход в игру, день 5"
10017,6-й вход в игру,"Вход в игру, день 6"
10018,7-й вход в игру,"Вход в игру, день 7"
10021,@10031,
10022,Получение оружия ранга SR,Приобрести оружие ранга SR.
10023,Получение шлема ранга SR,Приобретите шлем ранга SR.
10024,Получение доспехов ранга SR,Приобретите доспехи ранга SR.
10025,Получение перчаток ранга SR,Приобретите перчатки ранга SR.
10026,Получение обуви ранга SR,Приобретите обувь ранга SR.
10027,Получение кольца ранга SR,Приобретите кольцо ранга SR.
10028,Получение серьги ранга SR,Приобретите серьги ранга SR.
10029,Получение ожерелья ранга SR,Приобретите ожерелье ранга SR.
1201,@10031,@13001
1202,Подарок ур. 190,Достигните уровня 190.
1203,Подарок ур. 200,Достигните уровня 200.
1204,Подарок ур. 210,Достигните уровня 210.
1205,Подарок ур. 220,Достигните уровня 220.
1206,Подарок ур. 230,Достигните уровня 230.
1207,Подарок ур. 240,Достигните уровня 240.
1208,Подарок ур. 250,Достигните уровня 250.
1209,Подарок ур. 260,Достигните уровня 260.
12041,@10031,
12042,Плато Северного ветра,Пройдите историю «Плато Северного ветра».
12043,Вечные земли,Пройдите историю «Вечные земли».
12044,Захваченная территория Башни Слоновой Кости,Пройдите историю «Захваченная территория Башни Слоновой Кости».
