Id,GipText
1,Всего существует <FontBlue>6 рангов снаряжения</>.
2,За день можно 3 раза бесплатно открыть <FontBlue>1 сундук призыва обычного снаряжения.</>
3,"Чтобы <FontBlue>автоматически охотиться</> на монстров, нажмите кнопку <FontBlue>автовыполнения заданий</>."
4,"Коснитесь карты мира, чтобы <FontBlue>переместиться</> в <FontBlue>нужное место</>."
5,"Чтобы переместиться в нужное место, нажмите на <FontBlue>NPC или монстра</> на карте мира."
6,<FontBlue>Частоту использования зелий</> можно регулировать в разделе <FontBlue>Настройки > Битва</>.
7,<FontBlue>Настройте умения в соответствии со своими предпочтениями</> и <FontBlue>оружием</>.
8,"Если у вас есть <FontBlue>редкое умение</>, количество <FontBlue>ячеек умений</> повышается <FontBlue>до 5</>."
9,При <FontBlue>синтезе</> снаряжения <FontBlue>наследуются</> все <FontBlue>типы и классы</>.
10,"Задание по <FontBlue>смене</> профессии станет доступно, когда вы достигнете <FontBlue>31 уровня</>."
11,<FontBlue>Существенно повысить характеристики</> можно путем <FontBlue>нанесения рун</>.
12,<FontBlue>Наносить руны</> можно в соответствии с <FontBlue>порядком страниц рун</>.
13,"Если <FontBlue>рядом стоящие руны</> улучшены до <FontBlue>одного уровня</>, то можно повысить <FontBlue>уровень рун ядра</>."
14,Дополнительные характеристики зависят от <FontBlue>общего уровня вашего персонажа</>.
15,<FontBlue>Кристаллы души</> можно установить только в <FontBlue>ячейках соответствующего цвета</>.
16,<FontBlue>Ячейки снаряжения</> можно расширить в соответствии с <FontBlue>рангом предмета</>
17,<FontBlue>Бестиарий</> помогает повышать различные <FontBlue>умения персонажа</>.
18,Каждый день вы можете <FontBlue>бесплатно</> войти в <FontBlue>1 ежедневное подземелье</>.
19,Повышайте <FontBlue>уровень почета</> на <FontBlue>Арене</> для получения <FontBlue>дополнительных характеристик</>.
20,На <FontBlue>арене</> можно получать <FontBlue>ежедневные очки славы</> и <FontBlue>награды за рейтинг</>.
21,"Чтобы получить <FontBlue>благословение</> и <FontBlue>повышенную скорость добычи</>, поймайте <FontBlue>Сильного медоеда</>, который появляется в <FontBlue>яме добычи</>."
22,"Поймайте <FontBlue>мандрагору</> в Подземелье добычи, чтобы получить <FontBlue>эссенции эликсиров</>."
23,"<FontBlue>Используйте эликсиры</> из трав и эссенций, чтобы <FontBlue>навсегда</> повысить <FontBlue>характеристики</>."
24,"<FontBlue>Забираясь как можно выше</> в Башне Дерзости, вы получаете больше <FontBlue>фрагментов рун</>."
25,За каждые <FontBlue>5 этажей</> в <FontBlue>Башне Дерзости</> дается <FontBlue>особая награда</>.
26,Каждый день вы можете <FontBlue>3 раза</> <FontBlue>бесплатно войти</> в Башню Дерзости.
27,В течение <FontBlue>бонусного времени</> в элитном подземелье вы получаете <FontBlue>опыт и увеличенный шанс выпадения предметов</>.
28,В элитных подземельях <FontBlue>даются штрафы за убийство игроков (PK)</>.
29,Захватывайте крепости в Осадах и получайте вознаграждения.
31,"Побеждайте полевых боссов, чтобы получать особые награды."
35,Только <FontBlue>кланы уровня 4</> и выше могут участвовать в <FontBlue>Осадах крепостей</>.
41,В качестве наград за <FontBlue>полевую охоту на босса</> можно получить следующее: <FontBlue>[Forgotten Scrolls]</> и <FontBlue>[High-grade Equipment]</>.
42,"Кланы, которые одержали <FontBlue>победу во время Осады крепости</>, получают в качестве <FontBlue>преимущества положительные эффекты при охоте в соответствующем регионе</>."
44,@29
45,@35
51,Вступить в бой со <FontBlue>Стражем Храма</> можно только <FontBlue>в составе группы</>.
52,"Чтобы получить <FontBlue>хорошее снаряжение</>, пройдите Стража Храма <FontBlue>более высокого уровня</>."
53,<FontBlue>Охраняйте священный артефакт</> от врагов.
54,<FontBlue>Нападите на дракона</> в подземелье и <FontBlue>получите адены</>.
55,"Чтобы получить <FontBlue>дополнительные адены</>, разбейте <FontBlue>сундук с аденами</>."
56,"Чем <FontBlue>больше монстров</> вы победите, тем <FontBlue>больше бонусного опыта</> получите."
57,"Станьте сильнее, получив положительные эффекты в подземелье."
58,Заходить можно в <FontBlue>холл любого клана</> — не только в свой!
59,<FontBlue>Усиливайте Кристалл единства</>: он дает <FontBlue>различные положительные эффекты</> членам клана.
60,На арене потасовок <FontBlue>индекс хаоса</> не увеличивается.
61,Изменяйте <FontBlue>настройки режима PK</> и участвуйте в PK на арене потасовок.
62,"Убейте игрока с <FontBlue>эффектом убежища</> на арене потасовок, чтобы украсть этот эффект у него."
1003,"Присоединяйтесь к кланам, завоевывайте крепости и замки, чтобы получить особые привилегии!"
1009,<FontBlue>Увлекательные сюжеты</> и <FontBlue>динамичные задания</> ждут вас в <FontBlue>захватывающем мире</> Lineage 2: Revolution.
1011,Участвуйте в <FontBlue>битвах в реальном времени</> в игре Lineage 2: Revolution — <FontBlue>открытый мир</> ждет вас.
1014,"В областях, где разрешен режим PvP, можно нападать на других игроков."
1015,Создавайте <FontBlue>группы</> и побеждайте <FontBlue>сильных противников</>.
1019,Вас ждут <FontBlue>невероятные подземелья</>.
1023,"Вступите в <FontBlue>клан</>, чтобы воспользоваться <FontBlue>различными функциями</> и преимуществами</>."
1024,"Вступайте с другими кланами в <FontBlue>союзы</>, чтобы укрепить свою мощь."
1025,"Завоевывайте замки во время <FontBlue>масштабных осад</>, чтобы <FontBlue>укрепить мощь своего клана</>."
1026,Захватывайте территорию во время <FontBlue>осад крепости</> и получайте невероятные <FontBlue>награды</> и <FontBlue>славу</>.
72,Участвуйте в <FontBlue>Открытой осаде</> — в одиночку или в группе. 
73,В открытой осаде <FontBlue>можно выбрать любой персонаж и любой класс</> — <FontBlue>характеристики</> будут у всех <FontBlue>одинаковые</>.
74,Исследуйте <FontBlue>большой открытый мир</> верхом на вашем <FontBlue>ездовом животном</>!
75,Получите <FontBlue>усиливающие материалы</> для вашего <FontBlue>ездового животного</> в <FontBlue>круге призыва</>!
76,"Сохраните ваш ранг модификации с <FontBlue>системой защиты модификации</>!
Ранги модификации +7 / +10 / +20 сохраняются: вы не можете опуститься ниже них по их достижении."
77,"Используйте <FontBlue>настройки колоды битвы</>, чтобы <FontBlue>с легкостью переключаться</>
между умениями и снаряжением в зависимости от ситуации."
78,<FontBlue>Модификация атрибутов</> дает вам еще больше <FontBlue>особых умений</>.
79,"Участвуйте в разнообразных <FontBlue>мероприятиях</>, предлагаемых <FontBlue>Холлом клана</>!"
80,При <FontBlue>комбинировании снаряжения</> есть небольшая вероятность получить <FontBlue>редкое снаряжение</>.
81,Из <FontBlue>сундука с высококачественным снаряжением</> с небольшой вероятностью можно получить <FontBlue>редкое снаряжение</>.
