Id,PlaceName
1,Дрожащие врата
2,Руины дольмена
3,Город Говорящего острова
4,Расколотые земли
5,Обелиск победы
6,Укрепленный лагерь
7,Школа магов Айнхованта
8,Лес Ветров
9,Лес духов
10,Зап.погран. Пост
11,Эльфийские руины
12,Глудинская гавань
13,Город Глудин
14,Равнины Ветряных Мельниц
15,Безмолвное кладбище
16,Лагерь налетчиков
17,Город замка Глудио
18,Место истребления монстров
19,Разрушенные угодья
20,Жилища Ящеров Мэль
21,Лагерь Орков Турек
22,Озеро Феллмер
23,Окрестности замка Глудио
24,Замок Глудио
25,Руины Виндавуда
26,Поле боя
27,Святилище Падшего эльфа
28,Пункт орков Турек
29,Область пыльных бурь
30,Пустоши
31,Лагерь Стариса
32,Кряж из красного камня
33,Окрестности замка Дион
34,Город замка Дион
35,Область заготовки леса
36,Сельские угодья Диона
37,Убежище
38,Дионские равнины
39,Мрачная местность
40,Лагерь археологов
41,Место раскопок
42,Болотные земли
43,Вход в Башню Крумы
44,Тенистое болото
45,Умиротворенные леса
46,Убежище гноллов
47,Аванпост Танор
48,Область раздора
49,Ферма мандрагор
50,Земли Казни
51,Крепость Агонии
52,Разрушенная крепость
53,Поджигатель
54,Город Гиран
55,Сад Горгон
56,Окрестности замка Гиран
57,Поющий лес
58,Лагерь Ящеров Лангк
59,Пустынный участок
60,Замок Гиран
61,Торговый путь
62,Мертвецкий берег
63,Лес гигантов
64,Гиранская гавань
65,Бандитское укрытие гноллов
66,Алтарь гиганта
67,Болото Соленого ветра
68,Золотая пещера
69,Скопление ненависти
70,Крепость орков Брека
71,Проход мертвеца
72,Бездна забвения
73,Долина охотников
74,Город Орена
75,Окрестности замка Орена
76,Болото Ящеров
77,Аванпост Тимак
78,Плато разъяренных Танор
79,Сломанная печать
80,Море спор
81,Ведьминский лес
82,Лес беззаконников
83,Лес зла
84,Лагерь орков Тимак
85,Кратер Башни Слоновой Кости
90,Демонический разрыв
91,Крепость отчаяния
92,Могила охотника
93,Земля драконов
94,Вход в логово Антараса
95,Эльфийск. Руины 1
96,Эльфийск. Руины 2
97,Муравейник 1
98,Муравейник 2
99,Башня Крумы 2
100,Башня Крумы 3
101,Б. Слон.Кости 1
102,Б. Слон.Кости 2
103,Б. Слон.Кости 3
104,Подземная лабор. Б. Слон.Кости
105,Полог Леса Секретов
106,Подлесок Леса Секретов
107,Место Бойни Леса Секретов
1001,След Варкарона
1002,Пещера Королевы Муравьев
1003,Б. Слон.Кости 1
30000004,Глудинская гавань
30000005,Подвал
30000006,Внутренняя часть камня призыва зла
30000007,Внешний мир
30000008,Башня Крумы 2
30000009,Бездна Закена
30000010,Бездна Закена
30000011,Территория Кровавого короля
30000012,Башня Крумы 3
