Key,Value
GuildWarehouseRecordSiegeWarReward,Награда за Осаду замка
GuildWarehouseRecordSiegeWarBidding,Ставка на Осаду замка
GuildWarehouseRecordFortressWarReward,Награда за Осаду крепости
GuildWarehouseRecordFortressWarBidding,Ставка на Осаду крепости
GuildWarehouseRecordCommission,Сбор налогов
GuildWarehouseRecordMarketBuy,Покупка в магазине
SystemMailName,Система
SystemMessageKickOutFromGM,Идет перезагрузка сервера. Перезапустите игру.
SystemMessageLogOut,Теперь игра закончится.
CastleSiegeFestivalCouponResetNotify,Билеты Фестиваля Осад будут обнулены.
MailTitleCheat,Наруш. правил
MailTitleTutorialReward,Обучение
MailTitleGuideQuestReward,Награда за путешествие наемника
MailTitleShopGachaItem,Коробка из магазина призываний
MailTitleDungeonReward,Награда за подземелье
MailTitlePvpHonorPointReward,Награда славы на Арене
MailTitlePvpFirstRankReward,Награда за первый ранг Арены
MailTitlePvpRankingReward,Награда за рейтинг Арены
MailTitleCastleSiegeBegin,Начало Осады замка
MailTitleCastleSiegeLoseReward,Награда за проигр. Осаду замка
MailTitleCastleSiegeWinReward,Награда за победу при Осаде замка
MailTitleFortressSiegeLoseReward,Награда за проигр. Осаду крепости
MailTitleFortressSiegeWinReward,Награда за победу при Осаде крепости
MailTitleFortressSiegeDrawReward,Награда за ничью при Осаде крепости
MailTitleAuctionHouseBuy,Покупка на фактории
MailTitleAuctionHouseSellFailed,Продажа на фактории истекла
MailTitleAuctionHouseSellingCancel,Продажа на фактории отменена
MailTitleConnectDailyReward,Награда за ежедн. логин
MailTitleConnectWeeklyReward,Награда за нед. логин
MailTitleConnectMonthlyReward,Награда за мес. логин
MailTitleGuildAchievementReward,Награда за достижения клана
MailTitleGuildMarketBuy,Покупка в магазине клана
MailTitleGuildMarketGiftBuy,[Player] шлет вам дар.
MailTitleGuildWarehouseGrant,Приз клана
MailTitleAchievementReward,Награда за достижения
MailTitlePeriodAchievementReward,Награда за времен. достижения
MailTitleFriendGreet,Привет другу
MailTitleBagIsFull,Инвентарь полон
MailTitleDailyActivityReward,Награда за ежедн. активность
MailTitleInstantCompleteReward,"Предмет, получ. в награду"
MailTitleMissionDailyReward,Награда за ежедн. задание
MailTitleMissionWeeklyReward,Награда за нед. задание
MailTitleShopReward,Награда за пополнение/расход
MailTitleSupriseBox,Открыть коробку-сюрприз
MailTitleEvent,Награда за событие
MailTitleEventDice,Награда за Кубическое событие
MailTitleEventDiceComplete,Награда за завершение круга Кубического события
MailTitleCastleSiegeFestivalWin,Вы успешно предсказали клан-победитель на Фестивале Осад
MailTitleCastleSiegeFestivalLose,Вы не смогли предсказать клан-победитель на Фестивале Осад
MailTitleItemEnchantFailReward,Награда за провал модификации
MailTitleAccountLevelReward,서버 레벨 달성 이벤트 보상
MailContentCheat,[Item]
MailContentTutorialReward,Ваша награда за прохождение обучения - [Item]
MailContentGuideQuestReward,@MailContentCheat
MailContentShopGachaItem,Предмет из Коробки из магазина призываний. (Достигнут лимит предметов)
MailContentDungeonReward,Награда за прохождение подземелья.
MailContentPvpHonorPointReward,@MailContentCheat
MailContentPvpFirstRankReward,@MailContentCheat
MailContentPvpRankingReward,@MailContentCheat
MailContentCastleSiegeBegin,@MailContentCheat
MailContentCastleSiegeLoseReward,@MailContentCheat
MailContentCastleSiegeWinReward,@MailContentCheat
MailContentFortressSiegeLoseReward,@MailContentCheat
MailContentFortressSiegeWinReward,@MailContentCheat
MailContentAuctionHouseBuy,"Просмотрите предметы, купленные вами на фактории."
MailContentAuctionHouseSellFailed,Этот предмет не удалось продать на фактории.
MailContentAuctionHouseSellingCancel,Продажа этого предмета на фактории была отменена.
MailContentConnectDailyReward,Приобретённый [Item] для онлайн
MailContentConnectWeeklyReward,Приобретение: [Item] для дня [Day].
MailContentConnectMonthlyReward,@MailContentConnectWeeklyReward
MailContentGuildAchievementReward,@MailContentCheat
MailContentGuildMarketBuy,@MailTitleGuildMarketBuy
MailContentGuildMarketGiftBuy,[RewardName]
