Id,EffectTypeName
11011,
11021,
11031,
11041,
11051,
11061,
11062,Обычное опрокидывание
12011,
12021,
12031,
12041,
12051,
12061,
12062,@11062
13011,
13021,
13031,
13041,
13051,
13061,
13062,@11062
14011,
14021,
14031,
14041,
14051,
14061,
14062,@11062
21011,
21021,
21031,
21041,
21051,
21061,
21062,@11062
22011,
22021,
22031,
22041,
22051,
22061,
22062,@11062
23011,
23021,
23031,
23041,
23051,
23061,
23062,@11062
24011,
24021,
24031,
24041,
24051,
24061,
24062,@11062
31011,
31021,
31031,
31041,
31051,
31061,
31071,
31081,
31082,@11062
32011,
32021,
32031,
32041,
32051,
32061,
32071,
32081,
32082,@11062
33011,
33021,
33031,
33041,
33051,
33061,
33071,
33081,
33082,@11062
34011,
34021,
34031,
34041,
34051,
34061,
34071,
34081,
34082,@11062
41011,
41021,
41031,
41041,
41051,
41061,
41062,@11062
42011,
42021,
42031,
42041,
42051,
42061,
42062,@11062
43011,
43021,
43031,
43041,
43051,
43061,
43062,@11062
44011,
44021,
44031,
44041,
44051,
44061,
44062,@11062
51011,
51021,
51031,
51041,
51042,@11062
52011,
52021,
52031,
52041,
52042,@11062
53011,
53021,
53031,
53041,
53042,@11062
54011,
54021,
54031,
54041,
54042,@11062
61011,
61021,
61031,
61041,
61042,@11062
62011,
62021,
62031,
62041,
62042,@11062
63011,
63021,
63031,
63041,
63042,@11062
64011,
64021,
64031,
64041,
64042,@11062
111111,
111121,
111123,@11062
111131,
111133,Стремительный Натиск: Опрокидывание
111211,
111221,
111223,@11062
111231,Мощный укол
111234,Обычное оглушение
111241,Мощный выстрел
111242,@11062
111251,Двойной выстрел
111311,Энергет. стрела
111321,Удар огнем
111331,Удар ветром
121111,
121121,
121123,@11062
121131,
121133,@111133
121211,
121221,
121223,@11062
121231,@111231
121234,@111234
121241,@111241
121242,@11062
121251,@111251
121311,@111311
121321,@111321
121331,@111331
131111,
131121,
131123,@11062
131131,
131133,@111133
131211,
131221,
131223,@11062
131231,@111231
131234,@111234
131241,@111241
131242,@11062
131251,@111251
131311,@111311
131321,@111321
131331,@111331
141111,
141121,
141123,@11062
141131,
141133,@111133
141211,
141221,
141223,@11062
141231,@111231
141234,@111234
141241,@111241
141242,@11062
141251,@111251
141311,@111311
141321,@111321
141331,@111331
112111,Резкий удар
112113,Резкий удар: Агрессия
112114,@11062
112121,Мщение
112124,Мщение: Захват цели
112125,@112124
112126,Мщение: Снижение атаки
112131,"Величие: Прирост уровня угрозы, ф. защ. и м. защ., снижение уклонения"
112211,
112214,@11062
112221,Гроза
112231,Большая зачистка: Прирост одновременного удара
112311,Атк.
112313,Облако песка: Ослепление (Снижение точности)
112321,@112311
112323,Оглушение
112331,Спешка: Прирост скорости атк
112332,Спешка: Прирост уклонения
112411,@112311
112412,Опрокидывание
112421,Дождь стрел
112431,"Снайпер: Повыш. дальности атаки, атк., точности; обездвиживание"
112441,"Соколиный глаз: Повыш. крит., снижение защ."
112511,Вулкан
112521,Расплавленная чаша
112531,Всплеск маны: Прирост макс. MP
112532,Всплеск маны: Реген. MP
112611,Божественная кара
112621,Большое исцеление
112622,@112621
122111,@112311
122113,Трибунал: Захват цели
122114,@11062
122121,Милость Евы
122131,Боевая стойка эгиды: Временная неуязвимость
122132,Боевая стойка эгиды: Повыш. Скорости
122211,Звуковой взрыв
122221,Звуковой шторм
122231,Ритм Сражения: Повыш. атак
122241,Песнь охотника: Крит. шанс группы
122311,
122313,Снижение скорости
122321,
122323,Ураган клинков: Снижение скорости атаки
122331,Ходьба по равнине: Прирост скорости атаки и скорости
122412,Смертельный выстрел
122413,@112323
122421,Выстрел по площади х2
122431,Мысленный взор: Большое повыш. крит. шанса
122441,Двойной быстрый шаг: Большое повышение скорости
122511,Ледяное копье
122521,
122523,Вьюга: Замедление
122524,Вьюга: Оглушение
122611,Священное пламя
122613,@122611
122615,Священное пламя: Понижение получаемого урона
122621,Восстановление
122631,Ментальное обновление: Ускорение перезарядки группы
122632,Ментальное обновление: Снятие дебафа
122641,"Защита группы, ф. и м. - положит. эфф."
132111,
132112,"Пиявка жизни: Снижение защиты, агрессия"
132113,Объем кражи жизни
132121,@112311
132123,Стаскивание
132125,Цепная Гидра: Оглушение
132126,Цепная Гидра: Неуязвимость к провокациям
132131,"Предельная защита: Большое повыш. ф. защ. и м. защ., неподвижность"
132132,@132131
132211,
132213,@11062
132221,
132222,Ураган: Замедление
132223,Ураган: Повышение Скорости
132231,Танец Воителя: Повыш. ф. атк. группы
132241,Танец Ярости: Повыш. скорости атаки группы
132311,Жало
132312,Жало: Урон с игнорированием защиты
132313,Жало: Бонусный урон от кровотечения
132321,
132322,Кровавый Дождь: Кровотечение
132323,Кровавый Дождь: Оглушение
132331,Агрессивная стойка: Прирост крит. урона
132332,Агрессивная стойка: Крит. Шанс 100%
132411,Смертельное жало
132421,Оглушающий выстрел
132422,@112323
132431,"Быстрый огонь: Повыш. скорости атаки, снижение дальности атаки"
132441,Фатальный бой: Большое повыш. атк. и пониж. уклонения
132511,Темное дыхание
132521,Порча
132522,@132521
132531,Прирост м. атк.: Большое повыш. м. атк.
132611,
132613,Исцеление
132621,
132623,Кровавый Гнев: Замедление
132624,Кровавый Гнев: Снятие положит. эффекта
132631,Воодушевление: Большое повыш. м. атк. группы
132632,@112621
132641,@112621
142111,
142113,Укол: Пониж. защиты
142121,
142122,Землетрясение: Опрокидывание
142123,@142122
142211,Мощный удар
142221,Атакующий прыжок: Опрокидывание
