Id,Name,Desc,Desc2
1001,20 000 аден,Получите 20 000 аден.,
1002,42 000 аден,Получите 40 000 аден + бонус 2 000 аден.,
1003,88 000 аден,Получите 80 000 аден + бонус 8 000 аден.,
1004,184 000 аден,Получите 160 000 аден + бонус 24 000 аден.,
1005,384 000 аден,Получите 320 000 аден + бонус 64 000 аден.,
1006,800 000 аден,Получите 640 000 аден + бонус 160 000 аден.,
3001,1 особый сундук со снаряжением,"Получите снаряжение ранга (S - SR)!
Можно приобрести Редкое Снаряжение!",
3002,Благ. свиток: Модификация оружия,"Благ. свиток: Модификация оружия.
Используется для модификации оружия на 1-3 уровня.",
3003,Благ. свиток: Модификация доспехов,"Благ. свиток: Модификация доспехов.
Используется для модификации доспехов на 1-3 уровня.",
3004,Благ. свиток: Модификация аксессуара,"Благ. свиток: Модификация аксессуара.
Используется для модификации аксессуара на 1-3 уровня.",
3005,Защита Мафр,Защищает от потери уровней модификации при неудачной модификации.,
3006,Камень превышения лимита ранга SR,Используется для превышения лимита предмета снаряжения ранга SR.,
3007,Камень атрибута ранга S,Используется для модификации атрибута одного из предметов снаряжения.,
3008,Камень атрибута ранга R,@3007,
3009,Камень атрибута ранга SR,@3007,
3011,1 особый сундук с аксессуаром,Получите аксессуар ранга (S - SR)!,
4001,20 зелий HP,Используется для небольшого восстановления HP.,
4002,Скидка 10%! 200 зелий HP,@4001,
4005,20 зелий MP,Используется для небольшого восстановления MP.,
4006,Скидка 10%! 200 зелий MP,@4005,
4009,500 зарядов души,Для благословения оружия духовным светом и увеличения урона.,
4010,Скидка 10%! 5 000 зарядов души,@4009,
4013,1 мегафон,"Предмет, необходимый, чтобы говорить в мировом чате.",
4014,10 мегафонов,@4013,
4018,@4013,@4013,
4019,@4014,@4013,
4100,Распятие покаяния,"Используйте для снижения индекса хаоса на 30.
До 3 использований в день.",
4101,50 Свитков Телепорта.,Используется для телепортации.,
4105,Фейерверки ночного неба,"Фейерверки, которые могут осветить небо даже днем.",
4106,Фейерверки серебряного света,"Фейерверки, сияющие в небе, точно звезды.",
4107,Фейерверки процветания,"Фейерверки, символизирующие стремление к процветанию.",
4108,Любовные фейерверки,"Особые фейерверки, которые гарантируют положительный ответ на предложение.",
5002,1 предмет снаряжения выс. ранга,"Получите снаряжение ранга (A - SR)!
Можно приобрести Редкое Снаряжение!",
5003,10 предм. снаряж. выс. ранга (бонус +1),"Получите снаряжение ранга (A - SR)!
Гарантировано наличие не менее одного предмета снаряжения класса S или выше!
Можно приобрести Редкое Снаряжение!",
5014,@5002,"Получите снаряжение ранга (A - SR)!
Можно приобрести Редкое Снаряжение и Торговое Снаряжение!",
5015,@5003,"Получите снаряжение ранга (A - SR)!
Гарантировано наличие не менее одного предмета снаряжения класса S или выше!
Можно приобрести Редкое Снаряжение и Торговое Снаряжение!",
5101,1 Сундук с усилением оружия,"Доступны оружие (Ранг A - SR) и лак для оружия!
Повышен шанс получения редкого снаряжения!
При получении редкого снаряжения можно получить только оружие!",
5102,10 сундуков с усилением оружия (бонус: +1),@5101,
5103,@5101,"Возможно получить: оружие и лаки для оружия (ранг A - ранг SR)!
Возможно получить: алх. свиток - благ. свиток: оружие/доспехи/аксессуар!",
5104,@5102,"Возможно получить: оружие и лаки для оружия (ранг A - ранг SR)!
Возможно получить: алх. свиток - благ. свиток: оружие/доспехи/аксессуар!
Купите 7 раз и гарантированно получите красное оружие ранга S!",
5201,1 Сундук с усилением брони,"Доступна броня (рангов A–SR) и лак для брони!
Повышен шанс получения редкого снаряжения!
При получении редкого снаряжения можно получить только броню!",
5202,10 сундуков с усилением брони (бонус: +1),@5201,
5301,10 сундуков с особыми материалами (бонус +1),"Возможно получить различные материалы для усиления: благословенные свитки, защиты Мафр, пряжу для плащей,
осколки безумия, слезы Триши, кристаллы души
и т. п.! ",
10001,10 зелий HP,@4001,
10002,10 зелий MP,@4005,
10003,250 зарядов души,@4009,
10017,1 сундук со снаряжением,Доступно снаряжения вплоть до ранга A!,
10020,Крест покаяния,"Уменьшает индекс хаоса персонажа.
Каждое использование уменьшает индекс хаоса на 3. Можно использовать 3 раза в день.",
10029,100 красных звездных камней,"Используйте, чтобы сбросить Подземелья клана.",
13000,(Ур. 20) Свиток задания - ранг C,Используется для участия в (дополнительном задании ранга C).,
13001,(Ур. 30) Свиток задания - ранг C,@13000,
13002,(Ур. 40) Свиток задания - ранг C,@13000,
13003,(Ур. 50) Свиток задания - ранг C,@13000,
13004,(Ур. 60) Свиток задания - ранг C,@13000,
13005,(Ур. 75) Свиток задания - ранг C,@13000,
13006,(Ур. 90) Свиток задания - ранг C,@13000,
13007,(Ур. 105) Свиток задания - ранг C,@13000,
13008,(Ур. 120) Свиток задания - ранг C,@13000,
13009,(Ур. 135) Свиток задания - ранг C,@13000,
13010,(Ур. 150) Свиток задания - ранг C,@13000,
13011,(Ур. 165) Свиток задания - ранг C,@13000,
13100,(Ур. 20) Свиток задания - ранг А,Используется для участия в (дополнительном задании ранга A).,
13101,(Ур. 30) Свиток задания - ранг А,@13100,
13102,(Ур. 40) Свиток задания - ранг А,@13100,
13103,(Ур. 50) Свиток задания - ранг А,@13100,
13104,(Ур. 60) Свиток задания - ранг А,@13100,
13105,(Ур. 75) Свиток задания - ранг А,@13100,
13106,(Ур. 90) Свиток задания - ранг А,@13100,
13107,(Ур. 105) Свиток задания - ранг А,@13100,
13108,(Ур. 120) Свиток задания - ранг А,@13100,
13109,(Ур. 135) Свиток задания - ранг А,@13100,
13110,(Ур. 150) Свиток задания - ранг А,@13100,
13111,(Ур. 165) Свиток задания - ранг А,@13100,
13200,(Ур. 20) Свиток задания - ранг S,Используется для участия в (дополнительном задании ранга S).,
13201,(Ур. 30) Свиток задания - ранг S,@13200,
13202,(Ур. 40) Свиток задания - ранг S,@13200,
13203,(Ур. 50) Свиток задания - ранг S,@13200,
13204,(Ур. 60) Свиток задания - ранг S,@13200,
13205,(Ур. 75) Свиток задания - ранг S,@13200,
13206,(Ур. 90) Свиток задания - ранг S,@13200,
13207,(Ур. 105) Свиток задания - ранг S,@13200,
13208,(Ур. 120) Свиток задания - ранг S,@13200,
13209,(Ур. 135) Свиток задания - ранг S,@13200,
13210,(Ур. 150) Свиток задания - ранг S,@13200,
13211,(Ур. 165) Свиток задания - ранг S,@13200,
30001000,60 + 60 алмазов,"60 синих алмазов
60 красных алмазов",
30001010,Только 1 раз! 90 + 90 алмазов,"90 синих алмазов
90 красных алмазов
2 топаза",
30001020,Только 1 раз! 160 + 160 алмазов,"160 синих алмазов
160 красных алмазов
4 топаза",
30001030,Только 1 раз! 340 + 340 алмазов,"340 синих алмазов
340 красных алмазов
8 топаза",
30001040,80 + 80 алмазов,"80 синих алмазов
80 красных алмазов",
30001050,700 алмазов (20%),"700 синих алмазов
16 топазов",
30001060,1080 алмазов (20%),"1080 синих алмазов
25 топазов",
30001070,1900 алмазов (10%),"1900 синих алмазов
45 топазов",
30001080,1900 алмазов (20%),@30001070,
30001090,4000 алмазов (10%),"4000 синих алмазов
100 топазов",
30001100,4000 алмазов (20%),@30001090,
30001110,4000 алмазов (30%),@30001090,
30001120,4000 + 2000 алмазов,"4000 синих алмазов
2000 красных алмазов",
30001130,1080 + 540 алмазов,"1080 синих алмазов
540 красных алмазов",
30001140,1080 + 108 алмазов,"1080 синих алмазов
108 красных алмазов",
30001150,1080 + 216 алмазов,"1080 синих алмазов
216 красных алмазов",
30001160,1900 + 190 алмазов,"1900 синих алмазов
190 красных алмазов",
30001170,1900 + 380 алмазов,"1900 синих алмазов
380 красных алмазов",
30001180,4000 + 400 алмазов,"4000 синих алмазов
400 красных алмазов",
30001190,4000 + 800 алмазов,"4000 синих алмазов
800 красных алмазов",
30001200,Только 1 раз! 30 + 60 алмазов,"30 синих алмазов
60 красных алмазов
1 топаза",
30002000,90 алмазов,"90 синих алмазов
2 топаза",
30002010,160 алмазов,"160 синих алмазов
4 топаза+ 8 топазов ",
30002020,340 алмазов,"340 синих алмазов
8 топазов + 16 топазов",
30002030,700 алмазов,"700 синих алмазов
16 топазов + 32 топазов",
30002040,1080 алмазов,"1080 синих алмазов
25 топазов  + 50 топазов ",
30002050,1900 алмазов,"1900 синих алмазов
45 топазов  + 90 топазов ",
30002060,4000 алмазов,"4000 синих алмазов
100 топазов + 200 топазов ",
30002070,60 алмазов,"60 синих алмазов
1 топазов",
30002080,@30002010,"160 синих алмазов
4 топазов",
30002090,@30002020,"340 синих алмазов
8 топазов",
30002100,@30002030,@30001050,
30002110,@30002040,@30001060,
30002120,@30002050,@30001070,
30002130,@30002060,@30001090,
