Key,Value
10001,Версия пакета не соответствует серверу. Перезапустите приложение.
10002,Перезапустите игру для обновления.
10003,Ошибка сервера (БД)
10004,Ошибка сервера (LUA)
10005,Ошибка таблицы Excel
10006,Ошибка сервера (параметр)
10007,Ошибка сервера (логика)
10008,Ошибка сервера
10009,Вы не вошли в игру.
10010,Вы уже вошли в игру.
10011,Некого исключить.
10012,Неверная аутентификация
10013,Неверный идентификатор персонажа.
10014,Неверная информация о классе.
10015,Неверный пол.
10016,Неверное имя.
10017,Неверная информация о NPC.
10018,Неверный идентификатор игрока.
10019,Неверная информация о расе.
10020,Неверное умение
10021,Неправильная цель для умения
10022,Неверный статус
10023,Неверная информация о регионе.
10024,Нет идентификатора устройства.
10025,Имя уже используется.
10026,Умение в кастинге.
10027,В настоящее время оглушен.
10028,Вы не мертвы.
10029,Недостаточно MP.
10030,Сеанс прерван.
10031,GameToken устарел.
10032,"Ошибка протокола.
Необходимо установить новейшее обновление."
10033,Ошибка системы
10034,Ошибка формата GameToken
10035,GameToken не существует.
10036,Проводятся технические работы.
10037,Учетная запись пуста.
10038,Скоро выйдет.
10039,"Вы не можете войти на этот сервер, поскольку создание персонажей здесь запрещено. Используйте другой сервер."
10040,Ошибка безопасности Netmarble
10100,Этот игрок вышел.
