Id,Name,Desc,DialogNpcName,Dialog
1111,1. Умение терпеть,Убейте {TaskCount} монстров.,,
1112,2. Сегодняшний выбор,Пройдите ежедн. подз. в л. реж.,Аймель,"Ух ты! Вы уже убили 50 монстров? Невероятно!<p>Следующее ваше испытание - пройти ежедневное подземелье на легком уровне.
Эти боссы очень сильны.<p>Справиться с ними под силу лишь настоящим героям.
Идите и покажите, на что вы способны!"
1113,3. Готовность,Приобретите {TaskCount} предм. ранга C.,@1112,"Никому до вас не удавалось так быстро победить босса в святилище! У вас действительно особый дар, вы знали?<p>Следующее ваше испытание... Хм-м... Хотя это не то чтобы большое испытание. Вы должны будете набрать предметов ранга C.<p>Уровень снаряжения можно повышать! Для этого и нужны предметы ранга C. Собирайте их и используйте для того, чтобы усиливать свое снаряжение! "
1114,4. Всеобщее одобрение,Поучаствуйте в {TaskCount} или больше дуэлей.,@1112,"Вы в деле?  Не тут-то было!
 Один бой на Арене!

Мне в свое время пришлось поучаствовать в сотне таких боев!
Давайте же. Теперь ваша очередь."
1115,5. Демонстрация сил,Приобретите {TaskCount} аден.,@1112,"Как - уже? Вы уже дрались на Арене?<p>Ну что же, тогда перейдем к следующему испытанию.<p>Вам нужно будет накопить 10 000 аден.<p>Это станет проверкой ваших охотничьих навыков и умения обращаться с деньгами.
Если не следить за состоянием своих финансов, можно погибнуть в самый неподходящий момент!<p>Итак, заработайте 10 000 аден!"
1116,6. Прорыв,Успешно модифицируйте снаряжение {TaskCount} раз(а).,@1112,"Перейдем с следующему испытанию!<p>Теперь вам придется модифицировать снаряжение.<p>Снаряжение для наемника важно, как сама его жизнь.
А жизнь будет дольше, если вовремя модифицировать снаряжение.<p>Попробуйте модифицировать один какой-нибудь предмет."
1117,7. Обретение признания,Убейте Кол-а скел. Кириоса {TaskCount} раз(а).,@1112,"Ого - неужели это уже последнее испытание? Поздравляю! Похоже, не зря на вас возлагают такие надежды.<p>Благодаря вашим выдающимся способностям решено включить вас в состав группы Рейнджеров крови, которой поручено уничтожить Кириоса! Это ужасный монстр, убивающий людей.<p>Такие задания поручают только самым талантливым наемникам. Почему, собственно, начальство и распорядилось привлечь к делу вас.<p>Подобное случается впервые! Значит, наверху оценили ваши способности!<p>Постарайтесь одержать победу - как было сказано, это и станет вашим последним испытанием. Задача не из легких, но я желаю вам удачи!<p>Противник намного сильней, чем вы могли бы подумать, так что лучше вам было бы взять с собой нескольких товарищей."
1121,@1111,@1111,,
1122,@1112,@1112,@1112,@1112
1123,@1113,@1113,@1112,@1113
1124,@1114,@1114,@1112,@1114
1125,@1115,@1115,@1112,@1115
1126,@1116,@1116,@1112,@1116
1127,@1117,@1117,@1112,@1117
1131,@1111,@1111,,
1132,@1112,@1112,@1112,@1112
1133,@1113,@1113,@1112,@1113
1134,@1114,@1114,@1112,@1114
1135,@1115,@1115,@1112,@1115
1136,@1116,@1116,@1112,@1116
1137,@1117,@1117,@1112,@1117
1211,@1111,@1111,,
1212,@1112,@1112,@1112,@1112
1213,@1113,@1113,@1112,@1113
1214,@1114,@1114,@1112,@1114
1215,@1115,@1115,@1112,@1115
1216,@1116,@1116,@1112,@1116
1217,@1117,@1117,@1112,@1117
1221,@1111,@1111,,
1222,@1112,@1112,@1112,@1112
1223,@1113,@1113,@1112,@1113
1224,@1114,@1114,@1112,@1114
1225,@1115,@1115,@1112,@1115
1226,@1116,@1116,@1112,@1116
1227,@1117,@1117,@1112,@1117
1231,@1111,@1111,,
1232,@1112,@1112,@1112,@1112
1233,@1113,@1113,@1112,@1113
1234,@1114,@1114,@1112,@1114
1235,@1115,@1115,@1112,@1115
1236,@1116,@1116,@1112,@1116
1237,@1117,@1117,@1112,@1117
1311,@1111,@1111,,
1312,@1112,@1112,@1112,@1112
1313,@1113,@1113,@1112,@1113
1314,@1114,@1114,@1112,@1114
1315,@1115,@1115,@1112,@1115
1316,@1116,@1116,@1112,@1116
1317,@1117,@1117,@1112,@1117
1321,@1111,@1111,,
1322,@1112,@1112,@1112,@1112
1323,@1113,@1113,@1112,@1113
1324,@1114,@1114,@1112,@1114
1325,@1115,@1115,@1112,@1115
1326,@1116,@1116,@1112,@1116
1327,@1117,@1117,@1112,@1117
1331,@1111,@1111,,
1332,@1112,@1112,@1112,@1112
1333,@1113,@1113,@1112,@1113
1334,@1114,@1114,@1112,@1114
1335,@1115,@1115,@1112,@1115
1336,@1116,@1116,@1112,@1116
1337,@1117,@1117,@1112,@1117
1411,@1111,@1111,,
1412,@1112,@1112,@1112,@1112
1413,@1113,@1113,@1112,@1113
1414,@1114,@1114,@1112,@1114
1415,@1115,@1115,@1112,@1115
1416,@1116,@1116,@1112,@1116
1417,@1117,@1117,@1112,@1117
1421,@1111,@1111,,
1422,@1112,@1112,@1112,@1112
1423,@1113,@1113,@1112,@1113
1424,@1114,@1114,@1112,@1114
1425,@1115,@1115,@1112,@1115
1426,@1116,@1116,@1112,@1116
1427,@1117,@1117,@1112,@1117
1431,@1111,@1111,,
1432,@1112,@1112,@1112,@1112
1433,@1113,@1113,@1112,@1113
1434,@1114,@1114,@1112,@1114
1435,@1115,@1115,@1112,@1115
1436,@1116,@1116,@1112,@1116
1437,@1117,@1117,@1112,@1117
