Key,Value
ACCOUNT_CONFINE,Учетная запись заблокирована.
ACHIEVEMENT,Достижение
ACHIEVEMENT_CLEAR_ASSETS,Ресурсное достижение получено!
ACHIEVEMENT_CLEAR_BATTLE,Боевое достижение получено!
ACHIEVEMENT_CLEAR_DAILY,Ежедневное достижение получено!
ACHIEVEMENT_CLEAR_GROWTH,Достижение усиления получено!
ACHIEVEMENT_CLEAR_ITEM,Достижение снаряжения получено!
ACHIEVEMENT_CLEAR_MONTHLY,Месячное достижение получено!
ACHIEVEMENT_CLEAR_SOCIAL,Социальное достижение получено!
ACHIEVEMENT_CLEAR_WEEKLY,Недельное достижение получено!
ACHIEVEMENT_LEVELREWARD_ERROR,Вы уже получили награду за этот уровень достижения.
ACHIEVEMENT_POINT,Очки достижений
ADENA_LOOTED,Получено [Adena] аден.
SIEGE_FESTIVAL_TICKET_LOOTED,Получено: [Value] билет(ов) Фестиваля Осад.
ADENA_NOT_ENOUGH,Недостаточно аден.
AHIEVEMENT_HEROIC_WAY,Путь героя
APP_VERSION_UNDER_MIN,У вас установлена не последняя версия приложения.
APP_VERSION_UNDER_LATEST,"Доступна новая версия.
Хотите обновить приложение?"
ARMOR_TYPE_HEAVY,Тяж. доспехи
ARMOR_TYPE_LIGHT,Легкие доспехи
ARMOR_TYPE_ROBE,Маг. доспехи
ASSETS_ACQUIRE_FROM_GUILD_GREETING,Приветствия членам клана: [MemberCount]; получены <FontYellow>монеты клана: [AssetCount]</>.
ASSETS_ACQUIRE_FROM_RECEIVE_GUILD_GREET,Ответов на приветствия членов клана: [MemberCount]; получены <FontYellow>адены: [AssetCount]</>.
ATTENDANCE_NO_MORE_REWARD,Наград для получения нет.
ATTENDANCE_REWARD_SENT_TO_MAILBOX,Награды за день [Param1] направлены в ваш почтовый ящик.
AUCTION_COST,Стоимость
AUCTION_ESTIMATED_TIME,Будет выставлено через [Time]
AUCTION_GROUP_ACCESSORY,Аксессуары
AUCTION_GROUP_ARMOR,Доспехи
AUCTION_GROUP_ELIXIR,Материалы для эликсиров/зелий
AUCTION_GROUP_ENCHANT,Материалы для модификации
AUCTION_GROUP_EquipmentCraft,Материалы для изготовления
AUCTION_GROUP_ETC,Другое
AUCTION_GROUP_MONSTERCORE,Ядро монстра
AUCTION_GROUP_SKILLBOOK,Свитки 
AUCTION_GROUP_SOULSTONE,Крист. Души
AUCTION_GROUP_USEITEM,Предметы
AUCTION_GROUP_WEAPON,Оружие
AUCTION_GROUP_PET,Ездовое животное
