Id,Title,Desc
5,Отказ от выбора - это проигрыш,Пройдите {TaskCount} беспл. исп. удачи.
6,Испытания в Башне Дерзости,Автопрохождение Башни Дерзости
7,Заводим друзей,Приветствуйте друзей и получите {TaskCount} оч.
8,Идем в опечатанное Святилище памяти,Пройдите сегодняшнее ежедневное подземелье {TaskCount} раз(а).
10,Клан требует активности!,Сделайте {TaskCount} взнос(а/ов) в клан.
11,Подлинный талант,Примите участие в боях на Арене {TaskCount} раз(а).
12,Основы жизни в клане,Посетите свой клан.
14,Выполните ежедневное задание!,Выполните ежедневное задание {TaskCount} раз(а).
15,Выполните недельное задание!,Выполните недельное задание {TaskCount} раз(а).
17,Обследуйте элитное подземелье!,Пройдите элитное подземелье {TaskCount} раз(а).
20,Собирайте магические травы!,Займитесь добычей в Подземелье добычи {TaskCount} раз(а).
22,Мастер испытания удачи,Пройдите {TaskCount} высококач. исп. удачи.
35,Обследуйте Стража Храма!,Пройдите Стража Храма {TaskCount} раз(а).
36,Обследуйте Подземелье аден!,Пройдите Подземелье аден {TaskCount} раз(а).
37,Обследуйте Подземелье опыта!,Пройдите Подземелье опыта {TaskCount} раз(а).
38,Исследуйте Круг призыва!,Пройдите Круг призыва {TaskCount} раз(а).
