Id,Name,ControlText
1202,Эльфийск. Руины 2,
1203,@1202,
1204,@1202,
1205,@1202,
1206,Муравейник 2,
1218,@1206,
1207,"Б. Слон.Кости 1, Стрелка направления",
1208,"Б. Слон.Кости 3, Стрелка направления",
1209,"Б. Слон.Кости 1, Препятствие",
1210,"Б. Слон.Кости 3, Препятствие",
1211,"Верхний этаж Леса Секретов, Стрелка направления",
1212,"Нижний этаж Леса Секретов, Стрелка направления 1",
1214,"Место Бойни Леса Секретов, Блокирующее устройство",
1215,@1214,
1216,Святилище Великого Каина: Подземная лабор. Б. Слон.Кости,Получение энергии Великого Каина...
1217,Святилище Великого Каина: Место Бойни Леса Секретов,@1216
1219,Стрелка на второй этаж Башни Крумы,
1220,Стрелка на третий этаж Башни Крумы,
1221,Корабль-призрак Закена,
1222,@1221,
211010101,Блокирующее устройство Башни Крумы (эксклюзивное событие),
211010201,Устройство для выхода из Башни Крумы (эксклюзивное событие),Используется система управления
82601,"Устройство для входа в Башню Крумы (эксклюзивное событие), задания",@211010201
82701,Устройство для входа в Башню Крумы (эксклюзивное событие),@211010201
211010301,Первый материал исследований гигантов,Проверка материалов исследований гигантов...
211010401,Второй материал исследований гигантов,@211010301
211010501,Третий материал исследований гигантов,@211010301
211010601,Четвертый материал исследований гигантов,@211010301
211010701,Сундук гигантов,Получение сундука гигантов...
211010801,Пустой сундук монстра гигантов,Вы не заметили ни одного сундука.
211010901,Павший Хардин,Хардин приходит в себя...
211011001,Основание ядра,
211011101,Устройство удаления барьера 1 — активация,Возня с силовой установкой...
211011201,Устройство удаления барьера 1 — деактивация,
211011301,Устройство удаления барьера 2 — активация,@211011101
211011401,Устройство удаления барьера 2 — деактивация,
211011501,Пятый материал исследований гигантов,@211010301
211011601,Шестой материал исследований гигантов,@211010301
211011701,Седьмой материал исследований гигантов,@211010301
211011801,Восьмой материал исследований гигантов,@211010301
1958,Стена святилища,
1959,@1958,
1960,@1958,
1961,@1958,
1962,@1958,
1963,@1958,
1964,@1958,
1965,@1958,
1970,@1958,
1971,@1958,
1982,@1958,
2014,@1958,
2015,@1958,
2016,@1958,
2017,@1958,
2021,@1958,
2022,@1958,
2023,@1958,
2027,@1958,
2029,@1958,
2038,Красная трава,Добыча красной травы...
2039,Синяя трава,Добыча синей травы...
2040,Фиолетовая трава,Добыча фиолетовой травы...
2041,Желтая трава,Добыча желтой травы...
2042,Безымянная трава,Добыча безымянной травы...
2043,Большая красная трава,Добыча большой красной травы...
2044,Большая синяя трава,Добыча большой синей травы...
2045,Большая фиолетовая трава,Добыча большой фиолетовой травы...
2046,Большая желтая трава,Добыча большой желтой травы...
2047,безымянная трава,Добыча бол. безымян. травы...
2048,Повышение атк.,Малое повышение атк.
2049,Повыш. скорости атк,Малое повыш. скорости атк
2050,Повышение защ.,Малое повышение защ.
2051,Повышение Скорости,Малое повышение скорости
2052,@2048,@2048
2054,@2049,@2049
2055,@2050,@2050
2057,@2051,@2051
2058,Повышение максимума HP,Малое повышение максимума HP
2059,Повышение максимума MP,Малое повышение максимума MP
2060,Кристалл эгиды,
2061,@2060,
