Key,Value
1,Версия пакета не соответствует версии на сервере. Перезапустите приложение.
2,Перезапустите игру для обновления.
3,Ошибка сервера (БД)
4,Ошибка сервера (LUA)
5,Ошибка таблицы Excel
6,Ошибка сервера (параметр)
7,Ошибка сервера (логика)
8,Ошибка сервера
9,Вы не вошли в игру.
10,Вы уже вошли в игру.
11,Некого исключить.
12,Неверная аутентификация.
13,Неверный идентификатор персонажа.
14,Неверная информация о классе.
15,Неверный пол.
16,Неверное имя.
17,Неверная информация о NPC.
18,Неверный идентификатор игрока.
19,Неверная информация о расе.
20,Неверное умение.
21,Неверная цель для умения.
22,Неверн. статус.
23,Вы больше не можете войти.
24,Нет идентификатора устройства.
25,Это имя уже используется.
26,Умение используется.
27,Вы не можете перемещаться.
28,Вы не мертвы.
29,Недостаточно MP.
30,Недостаточно аден.
31,Вы не выбрали игрока.
32,Недостаточно алмазов.
33,Уровень персонажа недостаточен.
34,Нельзя сменить класс на тот же идентификатор.
35,Перейти в этот класс нельзя.
36,Вы еще не можете сменить класс - ваш уровень недостаточен.
37,Неверный код безопасности.
38,Неверный идентификатор игрока.
39,Неверный идентификатор положительного эффекта.
40,Неверный идентификатор информации магазина.
41,Несовпадение хэша пакета. Игра может работать неправильно.
42,Неверный идентификатор эффекта умения.
43,Неверный идентификатор достижения.
44,Неверный уровень руны.
45,Недостаточно Фрагментов Рун.
46,Неверная информация о руне.
47,Увелич. уровня руны не удалось.
48,Уровень руны уже максимальный.
49,Предыдущий уровень руны недостаточен.
50,Превышение макс. возможного количества аден.
51,Превышение макс. возможного количества топазов.
52,Превышение макс. возможного количества алмазов.
53,@NotEnoughFreeDiamondStorage
54,Недостаточно топазов.
55,Недостаточно очков лояльности.
56,В настоящее время мертв.
57,"Допустимая длина: 4–16 символов.
(Для корейских и китайских символов: 2–8)"
58,"Использовать пробелы нельзя.
Введите другое имя."
59,Недостаточно SP.
60,Ваш запас аден достиг максимума.
61,Ваш запас монет клана достиг максимума.
62,Заполните предыдущую рунную страницу.
63,Недостаточно очков дружбы.
64,Неверный тип награды.
65,В настоящее время оглушен.
66,Идет битва.
67,Выбрать этот класс при создании персонажа нельзя.
68,Запас очков лояльности достиг максимума.
69,Вы стоите в очереди.
70,Использование гаджетов невозм.
71,Сейчас вы не можете использовать соотв. код безопасности.
72,"Эти материалы запрещены.
Вход невозможен."
73,Неверное значение базового класса.
74,"Этот персонаж является лидером клана.
Удалить персонажа лидера клана можно только после передачи лидерства или ухода из клана."
75,Недостаточно Синих алмазов.
76,Недостаточно Красных алмазов.
77,Запрещенная цель.
78,Чат в данный момент запрещен.
79,Вход невозможен из-за ограничения количества участников.
80,Недостаточно Кр. звездных камней клана.
81,Дост. после смены кл.
82,"Это имя зарезервировано.
Если вы провели резервирование, перейдите к подтверждению."
83,Неверное имя.
84,Этот игрок был удален.
85,Скрытый мир.
86,Пустое значение уч. записи.
87,Пустое значение жетона.
100,Вы отключены в результате технических работ на сервере.
101,"Ожидание воскрешения.
Вы еще не можете воскреснуть."
102,Канал заполн.
103,Ограничение смены времени.
201,Достижение не может быть получено.
202,Достижений нет.
203,Вы уже получили награду за уровень достижения.
251,Неправильное сообщение в чате
252,Неверный идентификатор сообщения в чате.
253,Неверный идентификатор доп. информации чата.
254,Неверный тип публичности чата.
255,Ограничение по перезарядке.
256,Уже в черном списке чата.
257,Нет в черном списке чата.
258,Внесен в черный список чата.
259,Получатель заблокировал вас.
301,Это перезарядка умения.
302,Создать первую учетную запись
303,Не удалось проверить ранее использованное умение.
370,Неверная информация об отметке.
371,Неверный идентификатор информации об отметке.
372,Неверный идентификатор награды за отметку.
373,Вы уже отметились.
374,Вы уже получили награду.
375,Активного периода недельной отметки нет.
401,Неверный идентификатор предмета.
402,@InvalidItemInfoId
403,Предмет нельзя модифицировать.
404,Недостаточно частей.
405,Недостаточно предметов.
406,Объединение и улучшение доступны начиная с ур. 5.
407,Недостаточно свитков модификации.
408,Дальнейшая модификация невозможна.
409,Модифицировать снаряжение не удалось.
410,"Снаряжение запечатано.
Запечат. снаряжение нельзя модифицировать."
411,"Чтобы снять печать, нужно запечат. снаряжение."
412,Это снаряжение уже экипировано.
413,Это снаряжение не экипировано.
414,В вашем инвентаре недостаточно ячеек.
415,Нельзя использ. экипированное снаряжение.
-1,Снаряжение непригодно для снятия печати.
417,Снаряжение не подлежит улучшению.
418,Данное снаряжение больше нельзя улучшать.
419,Данное снаряжение больше нельзя объединить.
420,Нельзя использовать любимые предметы.
421,"Вы пытаетесь объединить материалы разного типа.
Объединять можно только снаряжение одного типа."
422,"Вы пытаетесь объединить материалы разного ранга.
Объединять можно только материалы одного ранга."
423,Неверный индекс подхарактеристики.
424,Этот предмет нельзя использовать.
425,Снаряжение больше нельзя модифицировать.
426,Это не снаряжение.
427,Недостаточно материалов для улучшения.
428,Дальнейшее расширение инвентаря невозможно.
429,Неверный идентификатор материала.
430,Это не свиток модификации.
431,Не совпадает идентификатор информации о предмете.
432,Превыш. лимита этого предмета невозм.
433,Превыш. лимита этого предмета больше невозм.
434,Это не Кристалл Души.
435,Неверный индекс ячейки предмета.
436,Кристалл Души этого типа уже установлен.
437,У предмета уже макс. уровень.
438,У этого предмета нет подхарактеристик.
439,У этого предмета нет атрибутов.
440,Атрибуты не совпадают.
441,Модифицировать атрибут предмета не удалось.
442,Использовать больше эликсиров нельзя.
443,Неверный тип изготовл. или группа предмета.
444,Недостат. материалов для изготовл. предмета.
445,Недостаточно Кристаллов Эгиды.
446,Неверный тип снаряжения.
447,Неверный индекс колоды.
448,Данная колода снаряжения уже используется.
449,Колода не соответствует серверу.
450,Изготовить предмет не удалось из-за недостатка ячеек в инвентаре.
451,Не удалось исп. информацию из таблицы.
452,Данный Бестиарий уже завершен.
453,В вашем инвентаре нет несвязанных ядер монстров.
454,Неверный идентификатор группы.
455,Данная группа Бестиария уже завершена.
456,Кодексов монстров для работы нет.
457,Неверный тип награды за отдых.
458,Недостаточно очков отдыха.
459,Несовпадающий тип использования денег.
460,Неверный тип подхаракт. предм. Забытого Свитка.
461,Это не предмет Забытого Свитка.
462,Использ. предм. Забытого Свитка нельзя.
463,У умения уже максимальный уровень.
464,Неверное кол-во материала.
465,Это свиток модификации не того типа.
466,"Использ. невозм., так как запас HP полон."
467,"Использ. невозм., так как запас MP полон."
468,Больше ничего изготовить нельзя.
469,Недостаточно Свитков Телепорта.
470,Коробка-сюрприз пуста.
471,Установленных Кристаллов Души нет.
472,Этот эликсир нельзя использовать.
473,У атрибута снаряжения уже макс. уровень.
474,Это не предмет типа мегафона.
475,Неверный тип эффекта Кристалла Души.
476,Неверный идентификатор трофея.
477,Вы достигли макс. количества за день.
478,Использовать при перезарядке нельзя.
479,Снаряжение не предназначено для вашего класса - нельзя экипировать.
480,Телепортация.
481,Оружие не снимается. Замените его другим оружием.
482,Уровень уже максимальный.
483,Заряд души этого типа уже активирован.
484,На Арене.
485,Призвать Камень призыва зла здесь нельзя.
486,"Дальше использовать невозможно, поскольку индекс хаоса достиг 0."
487,Получение стало невозможно.
488,"Превышено макс. кол-во, которое можно продать за раз."
489,Неверная ячейка подхарактеристики.
490,Этот предмет нельзя изготовить со снаряжением.
491,Ур. предмета для изготовл. снаряжения слишком низок.
492,Ранг предмета для изготовл. снаряжения слишком низок.
493,Этот предмет нельзя продать.
501,Получение почты невозможно.
502,"Почтовый ящик заполнен.
Заберите награду из почтового ящика
и повторите попытку."
503,"Получение наград невозможно - почтовый ящик заполнен.
Повторите попытку, освободив место в почтовом ящике."
511,Недостаточно очков ежедневной активности.
512,Неверный идентификатор награды за ежедн. активность.
513,Неверный идентификатор группы награды за ежедн. активность.
514,Наград для получения нет.
521,Неверный идент. информации о немедленном выполнении.
522,Это не идентификатор информации о немедленном выполнении.
523,Неверный идент. группы награды за немедл. выполнение.
531,Неверный тип запроса задания.
532,Неверный тип информации запроса задания.
533,Сейчас невозможно начать задание.
534,Сейчас выполнение невозможно.
535,Текущих заданий нет.
536,Это задание уже выполнено.
537,Ежедневных заданий для обновления нет.
538,Текущих недельных заданий нет.
539,@NoMoreDailyActivityRewardGet
540,Уже идет другое недельное задание.
541,Вы израсходовали число ежедн. заданий на сегодня.
601,Неверный идентификатор информации о территории.
602,Неверный идентификатор информации о точке.
603,Неверный идентификатор информации о регионе.
604,Неверный идентификатор информации о задании.
605,Задание уже выполняется.
606,Задание не выполняется.
607,Задание не может быть выполнено.
608,Не выполнено необходимое предыдущее задание.
609,Недостаточно билетов на задание.
610,Недостаточ. кол-во выполненных заданий.
611,В задании нет изменений.
612,Регион не пройден.
613,Точка региона не пройдена.
614,Проваленное задание.
615,Задание не было провалено.
616,Воскреснуть во время этого задания нельзя.
617,Неверный идентификатор гаджета.
618,Слишком большая дистанция.
619,NPC нет.
620,Неверный статус задания.
621,Задание уже выполнено.
622,Недостат. автопрохождений задания.
623,Неверная инф. о награде за задание-завоевание.
624,Недостат. звезд для завершения завоевания.
625,Ни разу не выполнялось.
626,Это не задание-завоевание.
627,Число билетов на задание уже максимальное.
628,Число пополнений билетов на задание уже максимальное.
629,"Чтобы использовать автопрохождение на этом этапе, нужно получить мин. 3 звезды."
630,Число управляемых гаджетов исчерпано.
631,Этот гаджет уже управляется.
632,Неверный номер акта задания.
633,Акт задания еще не выполнен.
634,Награда за завершение акта задания уже получена.
635,Награда за завершение прогресса акта задания уже получена.
636,Недостаточное кол-во свитков задания.
637,Недостат. кол-во сбросов свитков задания.
701,"Умение на макс. уровне.
Повторите попытку после повышения уровня персонажа."
702,Неверный идентификатор колоды умений.
703,Сменить колоду умений не удалось.
704,Умение нельзя использовать с этим оружием.
801,Этот игрок - уже ваш друг.
802,Вы уже отправили заявку.
803,Заявка на дружбу не получена.
804,Не ваш друг.
805,Игрок не найден.
806,Ваш список друзей полон.
807,Для новых заявок на дружбу нет места.
808,Себя приветствовать нельзя.
809,Приветствие уже отправлено.
810,Послать заявку себе нельзя.
811,Создать список рекомендуемых друзей не удалось.
812,"Не ваш друг.
Чат один на один возможен только между друзьями."
813,У вас нет приветствий от друзей.
814,Этот игрок еще не прошел обучение дружбе.
815,Заявка на дружбу принята.
816,Вы достигли макс. количества приветствий за день.
817,"Нет друзей, чтобы приветствовать."
818,Список друзей этого игрока полон.
819,Вы уже отправили слишком много заявок на дружбу.
847,Запрос на вход может отправить только лидер группы.
848,Уже принимает участие в приключении в подземелье.
849,"Действие не может быть завершено, пока игрок состоит в группе."
850,Вы уже пригласили этого игрока.
851,Такой группы не существует.
852,Вас не пригласили в группу.
853,Вы уже состоите в группе.
854,Вы не состоите в группе.
855,Лидер группы не в сети.
856,Вы не можете пойти сюда.
857,Вы уже являетесь лидером группы.
858,У вас нет таких полномочий.
859,Нельзя сделать с самим собой.
860,Группа заполнена.
861,Не в сети.
862,Не подавал заявок на вступление в группу.
863,"Цель находится в регионе, куда вы не можете перейти или откуда она не может быть призвана."
864,Нет в комнате.
865,Здесь это сделать нельзя.
866,Во время Осады замка или крепости нельзя сформировать группу.
867,Недостаточно членов группы.
868,Отменить может только лидер группы.
869,Этот пользователь еще не прошел групповое обучение.
870,Подбор участников уже идет.
871,Быстрый поиск в данном регионе не работает.
872,Во временном подземелье это сделать нельзя.
